College,Season,Coach,username,Coach,Role,Race
UTEP,2006,Tim Hundley,tim-hundley,Tim Hundley,Defensive Coordinator/Linebackers Coach,White
UTEP,2007,Aaron Price,aaron-price,Aaron Price,Wide Receivers Coach,White
UTEP,2007,Eric Price,eric-price,Eric Price,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2007,Ikaika Malloe,ikaika-malloe,Ikaika Malloe,Defensive Line Coach,Other
UTEP,2007,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach,White
UTEP,2007,Jeff Woodruff,jeff-woodruff,Jeff Woodruff,Tight Ends Coach/Assistant Head Coach,White
UTEP,2007,Jim Clark,jim-clark,Jim Clark,Cornerbacks Coach,#N/A
UTEP,2007,Lawrence Livingston,lawrence-livingston,Lawrence Livingston,Offensive Line Coach,#N/A
UTEP,2007,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2007,Tim Duffie,tim-duffie,Tim Duffie,Safeties Coach,#N/A
UTEP,2007,Tim Hundley,tim-hundley,Tim Hundley,Defensive Coordinator/Linebackers Coach,White
UTEP,2008,Aaron Price,aaron-price,Aaron Price,Offensive Coordinator/Quarterbacks Coach/Kickers Coach,White
UTEP,2008,Allen Johnson,allen-johnson,Allen Johnson,Cornerbacks Coach,#N/A
UTEP,2008,Bob Connelly,bob-connelly,Bob Connelly,Offensive Coordinator/Offensive Line Coach,White
UTEP,2008,DeChon Burns,dechon-burns,DeChon Burns,Defensive Line Coach,#N/A
UTEP,2008,Guy Holliday,guy-holliday,Guy Holliday,Wide Receivers Coach,?
UTEP,2008,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach/Special Teams Coordinator/Recruiting Coordinator,White
UTEP,2008,Jeff Woodruff,jeff-woodruff,Jeff Woodruff,Tight Ends Coach/Assistant Head Coach,White
UTEP,2008,Jim Clark,jim-clark,Jim Clark,Safeties Coach,#N/A
UTEP,2008,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2008,Osia Lewis,osia-lewis,Osia Lewis,Defensive Coordinator,Black
UTEP,2009,Aaron Price,aaron-price,Aaron Price,Offensive Coordinator/Quarterbacks Coach/Kickers Coach,White
UTEP,2009,Allen Johnson,allen-johnson,Allen Johnson,Cornerbacks Coach,#N/A
UTEP,2009,Bob Connelly,bob-connelly,Bob Connelly,Offensive Coordinator/Offensive Line Coach,White
UTEP,2009,DeChon Burns,dechon-burns,DeChon Burns,Defensive Line Coach,#N/A
UTEP,2009,Guy Holliday,guy-holliday,Guy Holliday,Wide Receivers Coach,?
UTEP,2009,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach/Special Teams Coordinator/Recruiting Coordinator,White
UTEP,2009,Jeff Woodruff,jeff-woodruff,Jeff Woodruff,Tight Ends Coach/Assistant Head Coach,White
UTEP,2009,Jim Clark,jim-clark,Jim Clark,Safeties Coach,#N/A
UTEP,2009,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2009,Osia Lewis,osia-lewis,Osia Lewis,Defensive Coordinator,Black
UTEP,2010,Aaron Price,aaron-price,Aaron Price,Offensive Coordinator/Quarterbacks Coach/Kickers Coach,White
UTEP,2010,Adam Gonzaga,adam-gonzaga,Adam Gonzaga,Safeties Coach,#N/A
UTEP,2010,Allen Johnson,allen-johnson,Allen Johnson,Cornerbacks Coach,#N/A
UTEP,2010,Andre Patterson,andre-patterson,Andre Patterson,Defensive Coordinator/Defensive Line Coach,Black
UTEP,2010,Bob Connelly,bob-connelly,Bob Connelly,Offensive Coordinator/Offensive Line Coach,White
UTEP,2010,Guy Holliday,guy-holliday,Guy Holliday,Wide Receivers Coach,?
UTEP,2010,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach/Special Teams Coordinator/Recruiting Coordinator,White
UTEP,2010,Jeff Woodruff,jeff-woodruff,Jeff Woodruff,Tight Ends Coach,White
UTEP,2010,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2010,Robert Rodriguez,robert-rodriguez,Robert Rodriguez,Linebackers Coach,#N/A
UTEP,2011,Aaron Price,aaron-price,Aaron Price,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2011,Al Simmons,al-simmons,Al Simmons,Safeties Coach,Black
UTEP,2011,Andre Patterson,andre-patterson,Andre Patterson,Defensive Coordinator/Defensive Line Coach,Black
UTEP,2011,Bob Connelly,bob-connelly,Bob Connelly,Offensive Coordinator/Offensive Line Coach/Associate Head Coach,White
UTEP,2011,Gabe Franklin,gabe-franklin,Gabe Franklin,Cornerbacks Coach,Black
UTEP,2011,Guy Holliday,guy-holliday,Guy Holliday,Wide Receivers Coach/Recruiting Coordinator,?
UTEP,2011,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach/Special Teams Coordinator,White
UTEP,2011,Jeff Woodruff,jeff-woodruff,Jeff Woodruff,Tight Ends Coach/Assistant Head Coach,White
UTEP,2011,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2011,Robert Rodriguez,robert-rodriguez,Robert Rodriguez,Linebackers Coach,#N/A
UTEP,2012,Aaron Price,aaron-price,Aaron Price,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2012,Andre Patterson,andre-patterson,Andre Patterson,Defensive Coordinator/Defensive Line Coach,Black
UTEP,2012,Brian Natkin,brian-natkin,Brian Natkin,Offensive Line Coach/Recruiting Coordinator,White
UTEP,2012,Chad Raymond,chad-raymond,Chad Raymond,Tight Ends Coach,#N/A
UTEP,2012,Gabe Franklin,gabe-franklin,Gabe Franklin,Cornerbacks Coach,Black
UTEP,2012,Guy Holliday,guy-holliday,Guy Holliday,Wide Receivers Coach,?
UTEP,2012,Jeff Banks,jeff-banks,Jeff Banks,Running Backs Coach/Special Teams Coordinator,White
UTEP,2012,Mike Price,mike-price,Mike Price,Head Coach,White
UTEP,2012,Robert Rodriguez,robert-rodriguez,Robert Rodriguez,Linebackers Coach,#N/A
UTEP,2012,Tom Williams,tom-williams,Tom Williams,Safeties Coach,Black
UTEP,2013,Andrew Browning,andrew-browning,Andrew Browning,Defensive Line Coach,#N/A
UTEP,2013,Brian Natkin,brian-natkin,Brian Natkin,Tight Ends Coach/Recruiting Coordinator,White
UTEP,2013,Cornell Jackson,cornell-jackson,Cornell Jackson,Running Backs Coach,#N/A
UTEP,2013,Gabe Franklin,gabe-franklin,Gabe Franklin,Defensive Backs Coach,Black
UTEP,2013,Patrick Higgins,patrick-higgins,Patrick Higgins,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2013,Robert Rodriguez,robert-rodriguez,Robert Rodriguez,Safeties Coach/Nickels Coach,#N/A
UTEP,2013,Scott Stoker,scott-stoker,Scott Stoker,Defensive Coordinator/Linebackers Coach,White
UTEP,2013,Sean Kugler,sean-kugler,Sean Kugler,Head Coach,White
UTEP,2013,Spencer Leftwich,spencer-leftwich,Spencer Leftwich,Offensive Line Coach/Assistant Head Coach,White
UTEP,2013,Todd Whitten,todd-whitten,Todd Whitten,Wide Receivers Coach,#N/A
UTEP,2014,Andrew Browning,andrew-browning,Andrew Browning,Defensive Line Coach,#N/A
UTEP,2014,Brian Natkin,brian-natkin,Brian Natkin,Tight Ends Coach/Special Teams Coordinator,White
UTEP,2014,Cornell Jackson,cornell-jackson,Cornell Jackson,Running Backs Coach,#N/A
UTEP,2014,Gabe Franklin,gabe-franklin,Gabe Franklin,Defensive Backs Coach/Recruiting Coordinator,Black
UTEP,2014,Patrick Higgins,patrick-higgins,Patrick Higgins,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2014,Robert Rodriguez,robert-rodriguez,Robert Rodriguez,Safeties Coach/Nickels Coach,#N/A
UTEP,2014,Scott Stoker,scott-stoker,Scott Stoker,Defensive Coordinator/Linebackers Coach,White
UTEP,2014,Sean Kugler,sean-kugler,Sean Kugler,Head Coach,White
UTEP,2014,Spencer Leftwich,spencer-leftwich,Spencer Leftwich,Offensive Line Coach/Assistant Head Coach,White
UTEP,2014,Todd Whitten,todd-whitten,Todd Whitten,Wide Receivers Coach,#N/A
UTEP,2015,Andrew Browning,andrew-browning,Andrew Browning,Defensive Line Coach,#N/A
UTEP,2015,Brian Natkin,brian-natkin,Brian Natkin,Tight Ends Coach/Special Teams Coordinator,White
UTEP,2015,Cornell Jackson,cornell-jackson,Cornell Jackson,Running Backs Coach,#N/A
UTEP,2015,Gabe Franklin,gabe-franklin,Gabe Franklin,Defensive Backs Coach/Recruiting Coordinator,Black
UTEP,2015,Patrick Higgins,patrick-higgins,Patrick Higgins,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2015,Scott Stoker,scott-stoker,Scott Stoker,Defensive Coordinator/Linebackers Coach,White
UTEP,2015,Sean Kugler,sean-kugler,Sean Kugler,Head Coach,White
UTEP,2015,Spencer Leftwich,spencer-leftwich,Spencer Leftwich,Offensive Line Coach/Assistant Head Coach,White
UTEP,2015,Todd Whitten,todd-whitten,Todd Whitten,Wide Receivers Coach,#N/A
UTEP,2015,Weston Glaser,weston-glaser,Weston Glaser,Safeties Coach/Nickels Coach,#N/A
UTEP,2016,Andrew Browning,andrew-browning,Andrew Browning,Defensive Line Coach,#N/A
UTEP,2016,Brent Pease,brent-pease,Brent Pease,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2016,Brian Natkin,brian-natkin,Brian Natkin,Tight Ends Coach/Special Teams Coordinator,White
UTEP,2016,Cornell Jackson,cornell-jackson,Cornell Jackson,Running Backs Coach,#N/A
UTEP,2016,Derrius Bell,derrius-bell,Derrius Bell,Cornerbacks Coach,#N/A
UTEP,2016,Don Yanowsky,don-yanowsky,Don Yanowsky,Safeties Coach/Recruiting Coordinator,White
UTEP,2016,Sean Kugler,sean-kugler,Sean Kugler,Head Coach,White
UTEP,2016,Spencer Leftwich,spencer-leftwich,Spencer Leftwich,Offensive Line Coach/Assistant Head Coach,White
UTEP,2016,Theron Aych,theron-aych,Theron Aych,Wide Receivers Coach,#N/A
UTEP,2016,Tom Mason,tom-mason,Tom Mason,Defensive Coordinator/Linebackers Coach,White
UTEP,2017,Andrew Browning,andrew-browning,Andrew Browning,Defensive Line Coach,#N/A
UTEP,2017,Brent Pease,brent-pease,Brent Pease,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2017,Brian Natkin,brian-natkin,Brian Natkin,Tight Ends Coach/Special Teams Coordinator,White
UTEP,2017,Chuck Veliz,chuck-veliz,Chuck Veliz,Wide Receivers Coach,#N/A
UTEP,2017,Cornell Jackson,cornell-jackson,Cornell Jackson,Running Backs Coach,#N/A
UTEP,2017,Derrius Bell,derrius-bell,Derrius Bell,Cornerbacks Coach,#N/A
UTEP,2017,Don Yanowsky,don-yanowsky,Don Yanowsky,Safeties Coach/Recruiting Coordinator/Assistant Special Teams Coordinator,White
UTEP,2017,Sean Kugler,sean-kugler,Sean Kugler,Head Coach,White
UTEP,2017,Spencer Leftwich,spencer-leftwich,Spencer Leftwich,Offensive Line Coach,#N/A
UTEP,2017,Tom Mason,tom-mason,Tom Mason,Defensive Coordinator/Linebackers Coach,White
UTEP,2018,Dana Dimel,dana-dimel,Dana Dimel,Head Coach,White
UTEP,2018,Jake Waters,jake-waters,Jake Waters,Inside Receivers Coach,#N/A
UTEP,2018,Joe Robinson,joe-robinson,Joe Robinson,Special Teams Coordinator,White
UTEP,2018,Keith Burns,keith-burns,Keith Burns,Safeties Coach,White
UTEP,2018,Mike Canales,mike-canales,Mike Canales,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2018,Mike Cox,mike-cox,Mike Cox,Defensive Coordinator/Linebackers Coach,White
UTEP,2018,Mike Simmonds,mike-simmonds,Mike Simmonds,Offensive Line Coach,#N/A
UTEP,2018,Mike Tuiasosopo,mike-tuiasosopo,Mike Tuiasosopo,Defensive Line Coach,Other
UTEP,2018,Reggie Mitchell,reggie-mitchell,Reggie Mitchell,Running Backs Coach,Black
UTEP,2018,Remington Rebstock,remington-rebstock,Remington Rebstock,Cornerbacks Coach,White
UTEP,2018,Scotty Ohara,scotty-ohara,Scotty Ohara,Wide Receivers Coach,Other
UTEP,2019,Dana Dimel,dana-dimel,Dana Dimel,Head Coach,White
UTEP,2019,Jake Waters,jake-waters,Jake Waters,Inside Receivers Coach,#N/A
UTEP,2019,Joe Robinson,joe-robinson,Joe Robinson,Special Teams Coordinator,White
UTEP,2019,Keith Burns,keith-burns,Keith Burns,Safeties Coach,White
UTEP,2019,Matt Wallerstedt,matt-wallerstedt,Matt Wallerstedt,Defensive Line Coach,White
UTEP,2019,Mike Canales,mike-canales,Mike Canales,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2019,Mike Cox,mike-cox,Mike Cox,Defensive Coordinator/Linebackers Coach,White
UTEP,2019,Mike Simmonds,mike-simmonds,Mike Simmonds,Offensive Line Coach,#N/A
UTEP,2019,Reggie Mitchell,reggie-mitchell,Reggie Mitchell,Running Backs Coach,Black
UTEP,2019,Remington Rebstock,remington-rebstock,Remington Rebstock,Cornerbacks Coach,White
UTEP,2019,Scotty Ohara,scotty-ohara,Scotty Ohara,Wide Receivers Coach,Other
UTEP,2020,Barrick Nealy,barrick-nealy,Barrick Nealy,Running Backs Coach/Recruiting Coordinator,Black
UTEP,2020,Dana Dimel,dana-dimel,Dana Dimel,Head Coach,White
UTEP,2020,Jake Waters,jake-waters,Jake Waters,Inside Receivers Coach,#N/A
UTEP,2020,Joe Robinson,joe-robinson,Joe Robinson,Special Teams Coordinator,White
UTEP,2020,Josh Brown,josh-brown,Josh Brown,Safeties Coach,#N/A
UTEP,2020,Matt Wallerstedt,matt-wallerstedt,Matt Wallerstedt,Defensive Line Coach,White
UTEP,2020,Mike Canales,mike-canales,Mike Canales,Offensive Coordinator/Quarterbacks Coach,White
UTEP,2020,Mike Cox,mike-cox,Mike Cox,Defensive Coordinator/Linebackers Coach,White
UTEP,2020,Mike Simmonds,mike-simmonds,Mike Simmonds,Offensive Line Coach,#N/A
UTEP,2020,Scotty Ohara,scotty-ohara,Scotty Ohara,Wide Receivers Coach,Other
UTEP,2020,Trevin Wade,trevin-wade,Trevin Wade,Cornerbacks Coach,#N/A
UTEP,2021,Aaron Price,aaron-price,Aaron Price,Special Teams Coordinator,White
UTEP,2021,Barrick Nealy,barrick-nealy,Barrick Nealy,Running Backs Coach,Black
UTEP,2021,Bradley Dale Peveto,bradley-dale-peveto,Bradley Dale Peveto,Defensive Coordinator,White
UTEP,2021,Dana Dimel,dana-dimel,Dana Dimel,Head Coach,White
UTEP,2021,Dave Warner,dave-warner,Dave Warner,Offensive Coordinator,White
UTEP,2021,Josh Brown,josh-brown,Josh Brown,Safeties Coach,#N/A
UTEP,2021,Matt Wallerstedt,matt-wallerstedt,Matt Wallerstedt,Defensive Line Coach/Associate Head Coach,White
UTEP,2021,Mike Simmonds,mike-simmonds,Mike Simmonds,Offensive Line Coach,#N/A
UTEP,2021,Scotty Ohara,scotty-ohara,Scotty Ohara,Wide Receivers Coach/Pass Game Coordinator,Other
UTEP,2021,Theron Aych,theron-aych,Theron Aych,Inside Receivers Coach,#N/A
UTEP,2021,Trevin Wade,trevin-wade,Trevin Wade,Cornerbacks Coach,#N/A
UTSA,2011,Eric Roark,eric-roark,Eric Roark,Defensive Line Coach,White
UTSA,2011,Jim Marshall,jim-marshall,Jim Marshall,Offensive Line Coach,#N/A
UTSA,2011,Kevin Brown,kevin-brown,Kevin Brown,Tight Ends Coach,White
UTSA,2011,Larry Coker,larry-coker,Larry Coker,Head Coach,White
UTSA,2011,Nathaniel Jones,nathaniel-jones,Nathaniel Jones,Cornerbacks Coach,#N/A
UTSA,2011,Neal Neathery,neal-neathery,Neal Neathery,Defensive Coordinator/Linebackers Coach,White
UTSA,2011,Perry Eliano,perry-eliano,Perry Eliano,Safeties Coach,Black
UTSA,2011,Polo Gutierrez,polo-gutierrez,Polo Gutierrez,Running Backs Coach,#N/A
UTSA,2011,Tony Jeffery,tony-jeffery,Tony Jeffery,Wide Receivers Coach/Special Teams Coordinator,Black
UTSA,2011,Travis Bush,travis-bush,Travis Bush,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2012,Charlie Reeve,charlie-reeve,Charlie Reeve,Tight Ends Coach,#N/A
UTSA,2012,Eric Roark,eric-roark,Eric Roark,Defensive Line Coach,White
UTSA,2012,Jim Marshall,jim-marshall,Jim Marshall,Offensive Line Coach,#N/A
UTSA,2012,Kevin Brown,kevin-brown,Kevin Brown,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2012,Larry Coker,larry-coker,Larry Coker,Head Coach,White
UTSA,2012,Nathaniel Jones,nathaniel-jones,Nathaniel Jones,Cornerbacks Coach,#N/A
UTSA,2012,Neal Neathery,neal-neathery,Neal Neathery,Defensive Coordinator/Linebackers Coach,White
UTSA,2012,Perry Eliano,perry-eliano,Perry Eliano,Safeties Coach/Special Teams Coordinator,Black
UTSA,2012,Polo Gutierrez,polo-gutierrez,Polo Gutierrez,Running Backs Coach,#N/A
UTSA,2012,Tony Jeffery,tony-jeffery,Tony Jeffery,Wide Receivers Coach,Black
UTSA,2013,Charlie Reeve,charlie-reeve,Charlie Reeve,Tight Ends Coach,#N/A
UTSA,2013,Eric Roark,eric-roark,Eric Roark,Defensive Line Coach,White
UTSA,2013,Jeff Popovich,jeff-popovich,Jeff Popovich,Cornerbacks Coach,White
UTSA,2013,Jim Marshall,jim-marshall,Jim Marshall,Offensive Line Coach,#N/A
UTSA,2013,Kevin Brown,kevin-brown,Kevin Brown,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2013,Larry Coker,larry-coker,Larry Coker,Head Coach,White
UTSA,2013,Neal Neathery,neal-neathery,Neal Neathery,Defensive Coordinator/Linebackers Coach,White
UTSA,2013,Perry Eliano,perry-eliano,Perry Eliano,Safeties Coach/Special Teams Coordinator,Black
UTSA,2013,Polo Gutierrez,polo-gutierrez,Polo Gutierrez,Running Backs Coach,#N/A
UTSA,2013,Tony Jeffery,tony-jeffery,Tony Jeffery,Wide Receivers Coach,Black
UTSA,2014,Charlie Reeve,charlie-reeve,Charlie Reeve,Tight Ends Coach,#N/A
UTSA,2014,Eric Roark,eric-roark,Eric Roark,Defensive Line Coach,White
UTSA,2014,Jeff Popovich,jeff-popovich,Jeff Popovich,Cornerbacks Coach,White
UTSA,2014,Jim Marshall,jim-marshall,Jim Marshall,Offensive Line Coach,#N/A
UTSA,2014,Kevin Brown,kevin-brown,Kevin Brown,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2014,Larry Coker,larry-coker,Larry Coker,Head Coach,White
UTSA,2014,Marquis Mosely,marques-mosely,Marquis Mosely,Wide Receivers Coach,#N/A
UTSA,2014,Neal Neathery,neal-neathery,Neal Neathery,Defensive Coordinator/Linebackers Coach,White
UTSA,2014,Perry Eliano,perry-eliano,Perry Eliano,Safeties Coach/Special Teams Coordinator,Black
UTSA,2014,Polo Gutierrez,polo-gutierrez,Polo Gutierrez,Running Backs Coach,#N/A
UTSA,2015,Charlie Reeve,charlie-reeve,Charlie Reeve,Tight Ends Coach,#N/A
UTSA,2015,Eric Roark,eric-roark,Eric Roark,Defensive Line Coach,White
UTSA,2015,Jeff Popovich,jeff-popovich,Jeff Popovich,Cornerbacks Coach,White
UTSA,2015,Kevin Brown,kevin-brown,Kevin Brown,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2015,Larry Coker,larry-coker,Larry Coker,Head Coach,White
UTSA,2015,Mike Markuson,mike-markuson,Mike Markuson,Offensive Line Coach,White
UTSA,2015,Neal Neathery,neal-neathery,Neal Neathery,Defensive Coordinator/Linebackers Coach,White
UTSA,2015,Perry Eliano,perry-eliano,Perry Eliano,Safeties Coach/Special Teams Coordinator,Black
UTSA,2015,Polo Gutierrez,polo-gutierrez,Polo Gutierrez,Running Backs Coach,#N/A
UTSA,2015,Tony Jeffery,tony-jeffery,Tony Jeffery,Wide Receivers Coach,Black
UTSA,2016,Eric Henderson,eric-henderson,Eric Henderson,Defensive Line Coach,#N/A
UTSA,2016,Everette Sands,everette-sands,Everette Sands,Running Backs Coach,#N/A
UTSA,2016,Frank Scelfo,frank-scelfo,Frank Scelfo,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2016,Frank Wilson,frank-wilson,Frank Wilson,Head Coach,Black
UTSA,2016,Jason Rollins,jason-rollins,Jason Rollins,Linebackers Coach/Associate Head Coach,Black
UTSA,2016,Jeff Kastl,jeff-kastl,Jeff Kastl,Wide Receivers Coach,White
UTSA,2016,Patrick Toney,patrick-toney,Patrick Toney,Safeties Coach,White
UTSA,2016,Pete Golding,pete-golding,Pete Golding,Defensive Coordinator/Cornerbacks Coach,White
UTSA,2016,Ricky Brumfield,ricky-brumfield,Ricky Brumfield,Tight Ends Coach/Special Teams Coordinator,Black
UTSA,2016,Ryan Pugh,ryan-pugh,Ryan Pugh,Offensive Line Coach,White
UTSA,2017,Bo Davis,bo-davis,Bo Davis,Defensive Line Coach,#N/A
UTSA,2017,Everette Sands,everette-sands,Everette Sands,Running Backs Coach,#N/A
UTSA,2017,Frank Scelfo,frank-scelfo,Frank Scelfo,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2017,Frank Wilson,frank-wilson,Frank Wilson,Head Coach,Black
UTSA,2017,Jason Rollins,jason-rollins,Jason Rollins,Linebackers Coach/Associate Head Coach,Black
UTSA,2017,Jeff Kastl,jeff-kastl,Jeff Kastl,Wide Receivers Coach,White
UTSA,2017,Patrick Toney,patrick-toney,Patrick Toney,Safeties Coach,White
UTSA,2017,Pete Golding,pete-golding,Pete Golding,Defensive Coordinator/Cornerbacks Coach,White
UTSA,2017,Ricky Brumfield,ricky-brumfield,Ricky Brumfield,Tight Ends Coach/Special Teams Coordinator,Black
UTSA,2017,Ryan Pugh,ryan-pugh,Ryan Pugh,Offensive Line Coach,White
UTSA,2018,Al Borges,al-borges,Al Borges,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2018,Charlie Camp,charlie-camp,Charlie Camp,Linebackers Coach,#N/A
UTSA,2018,Darrell Funk,darrell-funk,Darrell Funk,Offensive Line Coach,White
UTSA,2018,David Turner,david-turner,David Turner,Defensive Line Coach,Black
UTSA,2018,Deron Wilson,deron-wilson,Deron Wilson,Cornerbacks Coach,#N/A
UTSA,2018,Everette Sands,everette-sands,Everette Sands,Running Backs Coach,#N/A
UTSA,2018,Frank Wilson,frank-wilson,Frank Wilson,Head Coach,Black
UTSA,2018,Gary Hyman,gary-hyman,Gary Hyman,Special Teams Coordinator,White
UTSA,2018,Giovanni Vizza,giovanni-vizza,Giovanni Vizza,Tight Ends Coach,#N/A
UTSA,2018,Jason Rollins,jason-rollins,Jason Rollins,Defensive Coordinator/Safeties Coach,Black
UTSA,2018,Jeff Kastl,jeff-kastl,Jeff Kastl,Wide Receivers Coach,White
UTSA,2019,Darrell Funk,darrell-funk,Darrell Funk,Offensive Line Coach,White
UTSA,2019,Deron Wilson,deron-wilson,Deron Wilson,Cornerbacks Coach,#N/A
UTSA,2019,Frank Wilson,frank-wilson,Frank Wilson,Head Coach,Black
UTSA,2019,Gary Hyman,gary-hyman,Gary Hyman,Special Teams Coordinator,White
UTSA,2019,Giovanni Vizza,giovanni-vizza,Giovanni Vizza,Tight Ends Coach,#N/A
UTSA,2019,Jason Rollins,jason-rollins,Jason Rollins,Defensive Coordinator/Safeties Coach,Black
UTSA,2019,Jeff Kastl,jeff-kastl,Jeff Kastl,Offensive Coordinator/Quarterbacks Coach,White
UTSA,2019,Rishaw Johnson,rishaw-johnson,Rishaw Johnson,Running Backs Coach,#N/A
UTSA,2019,Rod Wright,rod-wright,Rod Wright,Defensive Line Coach,Black
UTSA,2019,Tony Ball,tony-ball,Tony Ball,Wide Receivers Coach,#N/A
UTSA,2019,Will Thomas,will-thomas,Will Thomas,Linebackers Coach,#N/A
UTSA,2020,Barry Lunney Jr.,barry-lunney-jr,Barry Lunney Jr.,Offensive Coordinator/Quarterbacks Coach/Associate Head Coach,White
UTSA,2020,Jeff Traylor,jeff-traylor,Jeff Traylor,Head Coach,White
UTSA,2020,Jess Loepp,jess-loepp,Jess Loepp,Safeties Coach/Recruiting Coordinator,White
UTSA,2020,Julian Griffin,julian-griffin,Julian Griffin,Running Backs Coach,#N/A
UTSA,2020,Kurt Traylor,kurt-traylor,Kurt Traylor,Tight Ends Coach,#N/A
UTSA,2020,Matt Mattox,matt-mattox,Matt Mattox,Offensive Line Coach/Run Game Coordinator,White
UTSA,2020,Nick Graham,nick-graham,Nick Graham,Cornerbacks Coach,#N/A
UTSA,2020,Rod Wright,rod-wright,Rod Wright,Defensive Line Coach/Defensive Run Game Coordinator,Black
UTSA,2020,Tommy Perry,tommy-perry,Tommy Perry,Special Teams Coordinator,White
UTSA,2020,Tyrone Nix,tyrone-nix,Tyrone Nix,Defensive Coordinator/Linebackers Coach,Black
UTSA,2020,Will Stein,will-stein,Will Stein,Wide Receivers Coach/Pass Game Coordinator,White
UTSA,2021,Barry Lunney Jr.,barry-lunney-jr,Barry Lunney Jr.,Offensive Coordinator/Quarterbacks Coach/Associate Head Coach,White
UTSA,2021,Brad Sherrod,brad-sherrod,Brad Sherrod,Linebackers Coach,#N/A
UTSA,2021,Jeff Traylor,jeff-scott,Jeff Traylor,Head Coach,White
UTSA,2021,Jess Loepp,jess-loepp,Jess Loepp,Safeties Coach/Defensive Coordinator,White
UTSA,2021,Julian Griffin,julian-griffin,Julian Griffin,Running Backs Coach,#N/A
UTSA,2021,Kurt Traylor,kurt-traylor,Kurt Traylor,Tight Ends Coach,#N/A
UTSA,2021,Matt Mattox,matt-mattox,Matt Mattox,Offensive Line Coach/Run Game Coordinator,White
UTSA,2021,Nick Graham,nick-graham,Nick Graham,Cornerbacks Coach,#N/A
UTSA,2021,Rod Wright,rod-wright,Rod Wright,Defensive Line Coach/Defensive Coordinator,Black
UTSA,2021,Tommy Perry,tommy-perry,Tommy Perry,Special Teams Coordinator,White
UTSA,2021,Will Stein,will-stein,Will Stein,Wide Receivers Coach/Pass Game Coordinator,White
Vanderbilt,2000,Bill Maskill,bill-maskill,Bill Maskill,Tight Ends Coach/Special Teams Coordinator,White
Vanderbilt,2000,Dennis Harrison,dennis-harrison,Dennis Harrison,Defensive Line Coach,#N/A
Vanderbilt,2000,Dino Folino,dino-folino,Dino Folino,Defensive Backs Coach,#N/A
Vanderbilt,2000,Ed Lambert,ed-lambert,Ed Lambert,Running Backs Coach,#N/A
Vanderbilt,2000,Herb Paterra,herb-paterra,Herb Paterra,Defensive Coordinator/Linebackers Coach,White
Vanderbilt,2000,Jeff Rutledge,jeff-rutledge,Jeff Rutledge,Quarterbacks Coach,#N/A
Vanderbilt,2000,Mike Deal,mike-deal,Mike Deal,Offensive Line Coach,?
Vanderbilt,2000,Ray Zingler,ray-zingler,Ray Zingler,Outside Linebackers Coach,#N/A
Vanderbilt,2000,Steve Crosby,steve-crosby,Steve Crosby,Offensive Coordinator/Wide Receivers Coach,White
Vanderbilt,2000,Woody Widenhofer,woody-widenhofer,Woody Widenhofer,Head Coach,White
Vanderbilt,2001,Bill Laveroni,bill-laveroni,Bill Laveroni,Offensive Line Coach,White
Vanderbilt,2001,Bill Maskill,bill-maskill,Bill Maskill,Tight Ends Coach/Special Teams Coordinator,White
Vanderbilt,2001,Dennis Harrison,dennis-harrison,Dennis Harrison,Defensive Line Coach,#N/A
Vanderbilt,2001,Dino Folino,dino-folino,Dino Folino,Defensive Backs Coach,#N/A
Vanderbilt,2001,Ed Lambert,ed-lambert,Ed Lambert,Running Backs Coach,#N/A
Vanderbilt,2001,Herb Paterra,herb-paterra,Herb Paterra,Defensive Coordinator/Linebackers Coach,White
Vanderbilt,2001,Jeff Rutledge,jeff-rutledge,Jeff Rutledge,Quarterbacks Coach,#N/A
Vanderbilt,2001,Ray Zingler,ray-zingler,Ray Zingler,Outside Linebackers Coach,#N/A
