"","College","Season","Coach","username","Coach.1","Role","Race"
"233","Ball State",2009,"Eddie Faulkner","eddie-faulkner","Eddie Faulkner","Offensive Coordinator/Running Backs Coach","Black"
"234","Ball State",2010,"Eddie Faulkner","eddie-faulkner","Eddie Faulkner","Offensive Coordinator/Running Backs Coach","Black"
"235","Ball State",2011,"Rich Skrosky","rich-skrosky","Rich Skrosky","Offensive Coordinator/Quarterbacks Coach","White"
"236","Ball State",2012,"Rich Skrosky","rich-skrosky","Rich Skrosky","Offensive Coordinator/Quarterbacks Coach","White"
"237","Ball State",2013,"Rich Skrosky","rich-skrosky","Rich Skrosky","Offensive Coordinator/Quarterbacks Coach","White"
"238","Ball State",2014,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"239","Ball State",2015,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"240","Ball State",2016,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"241","Ball State",2017,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"242","Ball State",2018,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"243","Ball State",2019,"Joey Lynch","joey-lynch","Joey Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"244","Ball State",2020,"Kevin Lynch","kevin-lynch","Kevin Lynch","Offensive Coordinator/Running Backs Coach","White"
"245","Ball State",2021,"Kevin Lynch","kevin-lynch","Kevin Lynch","Offensive Coordinator/Quarterbacks Coach","White"
"246","Baylor",2000,"Greg Meyer","greg-meyer","Greg Meyer","Offensive Coordinator/Quarterbacks Coach","White"
"247","Baylor",2001,"Greg Meyer","greg-meyer","Greg Meyer","Offensive Coordinator/Quarterbacks Coach","White"
"248","Baylor",2002,"Dave Baldwin","dave-baldwin","Dave Baldwin","Offensive Coordinator/Quarterbacks Coach","White"
"249","Baylor",2003,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"250","Baylor",2004,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"251","Baylor",2005,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"252","Baylor",2006,"Lee Hays","lee-hays","Lee Hays","Offensive Coordinator","White"
"253","Baylor",2007,"Lee Hays","lee-hays","Lee Hays","Offensive Coordinator/Quarterbacks Coach","White"
"254","Baylor",2008,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White"
"255","Baylor",2008,"Randy Clements","randy-clements","Randy Clements","Offensive Coordinator/Offensive Line Coach","White"
"256","Baylor",2009,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White"
"257","Baylor",2009,"Randy Clements","randy-clements","Randy Clements","Offensive Coordinator/Offensive Line Coach","White"
"258","Baylor",2010,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White"
"259","Baylor",2010,"Randy Clements","randy-clements","Randy Clements","Offensive Coordinator/Offensive Line Coach","White"
"260","Baylor",2011,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White"
"261","Baylor",2011,"Randy Clements","randy-clements","Randy Clements","Offensive Coordinator/Offensive Line Coach","White"
"262","Baylor",2012,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach","White"
"263","Baylor",2013,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach","White"
"264","Baylor",2014,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach","White"
"265","Baylor",2015,"Kendal Briles","kendal-briles","Kendal Briles","Offensive Coordinator/Quarterbacks Coach","White"
"266","Baylor",2016,"Kendal Briles","kendal-briles","Kendal Briles","Offensive Coordinator/Quarterbacks Coach","White"
"267","Baylor",2017,"Glenn Thomas","glenn-thomas","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White"
"268","Baylor",2017,"Jeff Nixon","jeff-nixon","Jeff Nixon","Offensive Coordinator/Running Backs Coach","Black"
"269","Baylor",2018,"Glenn Thomas","glenn-thomas","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White"
"270","Baylor",2018,"Jeff Nixon","jeff-nixon","Jeff Nixon","Offensive Coordinator/Running Backs Coach","Black"
"271","Baylor",2019,"Glenn Thomas","glenn-thomas","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White"
"272","Baylor",2019,"Jeff Nixon","jeff-nixon","Jeff Nixon","Offensive Coordinator/Running Backs Coach","Black"
"273","Baylor",2020,"Larry Fedora","larry-fedora","Larry Fedora","Offensive Coordinator/Quarterbacks Coach","White"
"274","Baylor",2021,"Jeff Grimes","jeff-grimes","Jeff Grimes","Offensive Coordinator/Tight Ends Coach","White"
"275","Boise State",2001,"Chris Petersen","chris-petersen","Chris Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"276","Boise State",2002,"Chris Petersen","chris-petersen","Chris Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"277","Boise State",2003,"Chris Petersen","chris-petersen","Chris Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"278","Boise State",2004,"Chris Petersen","chris-petersen","Chris Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"279","Boise State",2005,"Chris Petersen","chris-petersen","Chris Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"280","Boise State",2006,"Bryan Harsin","bryan-harsin","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White"
"281","Boise State",2007,"Bryan Harsin","bryan-harsin","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White"
"282","Boise State",2008,"Bryan Harsin","bryan-harsin","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White"
"283","Boise State",2009,"Bryan Harsin","bryan-harsin","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White"
"284","Boise State",2010,"Bryan Harsin","bryan-harsin","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White"
"285","Boise State",2011,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"286","Boise State",2012,"Robert Prince","robert-prince","Robert Prince","Offensive Coordinator/Wide Receivers Coach","Other"
"287","Boise State",2013,"Robert Prince","robert-prince","Robert Prince","Offensive Coordinator/Wide Receivers Coach","Other"
"288","Boise State",2014,"Mike Sanford Jr.","mike-sanford-jr","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"289","Boise State",2015,"Eliah Drinkwitz","eliah-drinkwitz","Eliah Drinkwitz","Offensive Coordinator/Quarterbacks Coach","White"
"290","Boise State",2016,"Scott Huff","scott-huff","Scott Huff","Offensive Coordinator/Offensive Line Coach","White"
"291","Boise State",2016,"Zak Hill","zak-hill","Zak Hill","Offensive Coordinator/Quarterbacks Coach","White"
"292","Boise State",2017,"Zak Hill","zak-hill","Zak Hill","Offensive Coordinator/Quarterbacks Coach","White"
"293","Boise State",2018,"Zak Hill","zak-hill","Zak Hill","Offensive Coordinator/Quarterbacks Coach","White"
"294","Boise State",2019,"Eric Kiesau","eric-kiesau","Eric Kiesau","Offensive Coordinator/Wide Receivers Coach","White"
"295","Boise State",2019,"Zak Hill","zak-hill","Zak Hill","Offensive Coordinator/Quarterbacks Coach","White"
"296","Boise State",2020,"Eric Kiesau","eric-kiesau","Eric Kiesau","Offensive Coordinator/Quarterbacks Coach","White"
"297","Boise State",2021,"Tim Plough","tim-plough","Tim Plough","Offensive Coordinator/Quarterbacks Coach","White"
"298","Boston College",2000,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"299","Boston College",2001,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"300","Boston College",2002,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"301","Boston College",2003,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"302","Boston College",2004,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"303","Boston College",2005,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"304","Boston College",2006,"Dana Bible","dana-bible","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"305","Boston College",2007,"Steve Logan","steve-logan","Steve Logan","Offensive Coordinator/Quarterbacks Coach","White"
"306","Boston College",2008,"Steve Logan","steve-logan","Steve Logan","Offensive Coordinator/Quarterbacks Coach","White"
"307","Boston College",2009,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"308","Boston College",2010,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"309","Boston College",2011,"Kevin Rogers","kevin-rogers","Kevin Rogers","Offensive Coordinator/Quarterbacks Coach","White"
"310","Boston College",2012,"Doug Martin","doug-martin","Doug Martin","Offensive Coordinator/Quarterbacks Coach","White"
"311","Boston College",2013,"Ryan Day","ryan-day","Ryan Day","Offensive Coordinator/Quarterbacks Coach","White"
"312","Boston College",2014,"Ryan Day","ryan-day","Ryan Day","Offensive Coordinator/Quarterbacks Coach","White"
"313","Boston College",2015,"Todd Fitch","todd-fitch","Todd Fitch","Offensive Coordinator/Quarterbacks Coach","White"
"314","Boston College",2016,"Scot Loeffler","scot-loeffler","Scot Loeffler","Offensive Coordinator/Quarterbacks Coach","White"
"315","Boston College",2017,"Scot Loeffler","scot-loeffler","Scot Loeffler","Offensive Coordinator/Quarterbacks Coach","White"
"316","Boston College",2018,"Scot Loeffler","scot-loeffler","Scot Loeffler","Offensive Coordinator/Quarterbacks Coach","White"
"317","Boston College",2019,"Mike Bajakian","mike-bajakian","Mike Bajakian","Offensive Coordinator/Quarterbacks Coach","White"
"318","Boston College",2020,"Frank Cignetti Jr.","frank-cignetti-jr","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"319","Boston College",2021,"Frank Cignetti Jr.","frank-cignetti-jr","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"320","Bowling Green",2000,"Tom Lichtenberg","tom-lichtenberg","Tom Lichtenberg","Offensive Coordinator/Quarterbacks Coach","White"
"321","Bowling Green",2003,"Greg Studrawa","greg-studrawa","Greg Studrawa","Offensive Coordinator/Offensive Line Coach","White"
"322","Bowling Green",2004,"Greg Studrawa","greg-studrawa","Greg Studrawa","Offensive Coordinator/Offensive Line Coach","White"
"323","Bowling Green",2005,"Greg Studrawa","greg-studrawa","Greg Studrawa","Offensive Coordinator/Offensive Line Coach","White"
"324","Bowling Green",2007,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"325","Bowling Green",2009,"Warren Ruggiero","warren-ruggiero","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White"
"326","Bowling Green",2010,"Warren Ruggiero","warren-ruggiero","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White"
"327","Bowling Green",2011,"Warren Ruggiero","warren-ruggiero","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White"
"328","Bowling Green",2012,"Warren Ruggiero","warren-ruggiero","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White"
"329","Bowling Green",2013,"Warren Ruggiero","warren-ruggiero","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White"
"330","Bowling Green",2014,"Matt Mattox","matt-mattox","Matt Mattox","Offensive Coordinator/Offensive Line Coach","White"
"331","Bowling Green",2014,"Sterlin Gilbert","sterlin-gilbert","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White"
"332","Bowling Green",2015,"Mike Lynch","mike-lynch","Mike Lynch","Offensive Coordinator/Running Backs Coach/Offensive Line Coach","White"
"333","Bowling Green",2015,"Sean Lewis","sean-lewis","Sean Lewis","Offensive Coordinator/Quarterbacks Coach","White"
"334","Bowling Green",2016,"Andy Padron","andy-padron","Andy Padron","Offensive Coordinator/Quarterbacks Coach","White"
"335","Bowling Green",2016,"Kevin Kilmer","kevin-kilmer","Kevin Kilmer","Offensive Coordinator/Inside Receivers Coach","White"
"336","Bowling Green",2017,"Andy Padron","andy-padron","Andy Padron","Offensive Coordinator/Quarterbacks Coach","White"
"337","Bowling Green",2017,"Kevin Kilmer","kevin-kilmer","Kevin Kilmer","Offensive Coordinator/Inside Receivers Coach","White"
"338","Bowling Green",2018,"Andy Padron","andy-padron","Andy Padron","Offensive Coordinator/Quarterbacks Coach","White"
"339","Bowling Green",2018,"Kevin Kilmer","kevin-kilmer","Kevin Kilmer","Offensive Coordinator/Inside Receivers Coach","White"
"340","Bowling Green",2019,"Terry Malone","terry-malone","Terry Malone","Offensive Coordinator/Offensive Line Coach","White"
"341","Bowling Green",2020,"Terry Malone","terry-malone","Terry Malone","Offensive Coordinator/Offensive Line Coach","White"
"342","Bowling Green",2021,"Terry Malone","terry-malone","Terry Malone","Offensive Coordinator/Running Backs Coach","White"
"343","Buffalo",2000,"Charlie Donner","charlie-donner","Charlie Donner","Offensive Coordinator/Quarterbacks Coach","White"
"344","Buffalo",2001,"Bill Lazor","bill-lazor","Bill Lazor","Offensive Coordinator/Quarterbacks Coach","White"
"345","Buffalo",2002,"Bill Lazor","bill-lazor","Bill Lazor","Offensive Coordinator/Quarterbacks Coach","White"
"346","Buffalo",2004,"Roy Istvan","roy-istvan","Roy Istvan","Offensive Coordinator/Offensive Line Coach","White"
"347","Buffalo",2005,"Roy Istvan","roy-istvan","Roy Istvan","Offensive Coordinator/Offensive Line Coach","White"
"348","Buffalo",2006,"Gerald Carr","gerald-carr","Gerald Carr","Offensive Coordinator/Quarterbacks Coach","Black"
"349","Buffalo",2010,"Greg Forest","greg-forest","Greg Forest","Offensive Coordinator/Quarterbacks Coach","White"
"350","Buffalo",2011,"Alex Wood","alex-wood","Alex Wood","Offensive Coordinator/Wide Receivers Coach","Black"
"351","Buffalo",2012,"Alex Wood","alex-wood","Alex Wood","Offensive Coordinator/Wide Receivers Coach","Black"
"352","Buffalo",2013,"Alex Wood","alex-wood","Alex Wood","Offensive Coordinator/Wide Receivers Coach","Black"
"353","Buffalo",2014,"Alex Wood","alex-wood","Alex Wood","Offensive Coordinator/Quarterbacks Coach","Black"
"354","Buffalo",2015,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Quarterbacks Coach","White"
"355","Buffalo",2016,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Quarterbacks Coach","White"
"356","Buffalo",2017,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Running Backs Coach","White"
"357","Buffalo",2018,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Running Backs Coach","White"
"358","Buffalo",2019,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Running Backs Coach","White"
"359","Buffalo",2020,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator/Tight Ends Coach","White"
"360","Buffalo",2021,"Shane Montgomery","shane-montgomery","Shane Montgomery","Offensive Coordinator/Quarterbacks Coach","White"
"361","BYU",2000,"Lance Reynolds","lance-reynolds","Lance Reynolds","Offensive Coordinator/Running Backs Coach","White"
"362","BYU",2000,"Roger French","roger-french","Roger French","Offensive Coordinator/Offensive Line Coach","White"
"363","BYU",2001,"Mike Borich","mike-borich","Mike Borich","Offensive Coordinator/Wide Receivers Coach","White"
"364","BYU",2002,"Mike Borich","mike-borich","Mike Borich","Offensive Coordinator/Wide Receivers Coach","White"
"365","BYU",2003,"Robbie Bosco","robbie-bosco","Robbie Bosco","Offensive Coordinator/Quarterbacks Coach","White"
"366","BYU",2003,"Todd Bradford","todd-bradford","Todd Bradford","Offensive Coordinator/Wide Receivers Coach","White"
"367","BYU",2004,"Todd Bradford","todd-bradford","Todd Bradford","Offensive Coordinator/Wide Receivers Coach","White"
"368","BYU",2005,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Tight Ends Coach","White"
"369","BYU",2006,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White"
"370","BYU",2007,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White"
"371","BYU",2008,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White"
"372","BYU",2009,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White"
"373","BYU",2010,"Robert Anae","robert-anae","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White"
"374","BYU",2011,"Brandon Doman","brandon-doman","Brandon Doman","Offensive Coordinator/Quarterbacks Coach","White"
"375","BYU",2012,"Brandon Doman","brandon-doman","Brandon Doman","Offensive Coordinator/Quarterbacks Coach","White"
"376","BYU",2016,"Ty Detmer","ty-detmer","Ty Detmer","Offensive Coordinator/Quarterbacks Coach","White"
"377","BYU",2017,"Ty Detmer","ty-detmer","Ty Detmer","Offensive Coordinator/Quarterbacks Coach","White"
"378","BYU",2018,"Jeff Grimes","jeff-grimes","Jeff Grimes","Offensive Coordinator","White"
"379","BYU",2019,"Jeff Grimes","jeff-grimes","Jeff Grimes","Offensive Coordinator","White"
