"","College","Coach","Role","Race","year_start","year_end","duration"
"2192","Michigan","Jim Herrmann","Defensive Coordinator","White",2000,2005,6
"2193","Michigan","Ron English","Defensive Coordinator","Black",2006,2007,2
"2194","Michigan","Scott Shafer","Defensive Coordinator","White",2008,2008,1
"2195","Michigan","Greg Robinson","Defensive Coordinator","White",2009,2010,2
"2196","Michigan","Greg Mattison","Defensive Coordinator","White",2011,2014,4
"2197","Michigan","D.J. Durkin","Defensive Coordinator","White",2015,2015,1
"2198","Michigan","Don Brown","Defensive Coordinator","White",2016,2020,5
"2199","Michigan","Mike Macdonald","Defensive Coordinator","White",2021,2021,1
"2200","Michigan State","Bill Miller","Defensive Coordinator","White",2000,2002,3
"2201","Michigan State","Chris Smeland","Defensive Coordinator","White",2003,2006,4
"2202","Michigan State","Pat Narduzzi","Defensive Coordinator","White",2007,2014,8
"2203","Michigan State","Harlon Barnett","Defensive Coordinator","Black",2015,2017,3
"2204","Michigan State","Mike Tressel","Defensive Coordinator","White",2015,2019,5
"2205","Michigan State","Scottie Hazelton","Defensive Coordinator","White",2020,2021,2
"2206","Middle Tennessee","Miles Aldridge","Defensive Coordinator","White",2000,2000,1
"2207","Middle Tennessee","Steve Davis","Defensive Coordinator","White",2001,2003,3
"2208","Middle Tennessee","Mark Criner","Defensive Coordinator","White",2005,2005,1
"2209","Middle Tennessee","Manny Diaz","Defensive Coordinator","Other",2006,2009,4
"2210","Middle Tennessee","Randall McCray","Defensive Coordinator","White",2010,2010,1
"2211","Middle Tennessee","Steve Ellis","Defensive Coordinator","Black",2011,2014,4
"2212","Middle Tennessee","Tyrone Nix","Defensive Coordinator","Black",2012,2016,5
"2213","Middle Tennessee","Scott Shafer","Defensive Coordinator","White",2017,2021,5
"2214","Minnesota","David Gibbs","Defensive Coordinator","White",2000,2000,1
"2215","Minnesota","Moe Ankney","Defensive Coordinator","White",2001,2002,2
"2216","Minnesota","Greg Hudson","Defensive Coordinator","White",2003,2004,2
"2217","Minnesota","David Lockwood","Defensive Coordinator","Black",2005,2006,2
"2218","Minnesota","Everett Withers","Defensive Coordinator","Black",2007,2007,1
"2219","Minnesota","Ted Roof","Defensive Coordinator","White",2008,2008,1
"2220","Minnesota","Kevin Cosgrove","Defensive Coordinator","White",2009,2010,2
"2221","Minnesota","Ronnie Lee","Defensive Coordinator","Black",2009,2010,2
"2222","Minnesota","Tracy Claeys","Defensive Coordinator","White",2011,2015,5
"2223","Minnesota","Jay Sawvel","Defensive Coordinator","White",2016,2016,1
"2224","Minnesota","Robb Smith","Defensive Coordinator","White",2017,2018,2
"2225","Minnesota","Joe Rossi","Defensive Coordinator","White",2018,2021,4
"2226","Minnesota","Joe Harasymiak","Defensive Coordinator","White",2020,2021,2
"2227","Mississippi State","Joe Lee Dunn","Defensive Coordinator","White",2000,2002,3
"2228","Mississippi State","Ron Cooper","Defensive Coordinator","Black",2003,2003,1
"2229","Mississippi State","Ellis Johnson","Defensive Coordinator","White",2004,2007,4
"2230","Mississippi State","Charlie Harbison","Defensive Coordinator","Black",2008,2008,1
"2231","Mississippi State","Carl Torbush","Defensive Coordinator","White",2009,2009,1
"2232","Mississippi State","Chris Wilson","Defensive Coordinator","Black",2009,2012,4
"2233","Mississippi State","Manny Diaz","Defensive Coordinator","Other",2010,2015,6
"2234","Mississippi State","Geoff Collins","Defensive Coordinator","White",2012,2014,3
"2235","Mississippi State","Peter Sirmon","Defensive Coordinator","White",2016,2016,1
"2236","Mississippi State","Todd Grantham","Defensive Coordinator","White",2017,2017,1
"2237","Mississippi State","Bob Shoop","Defensive Coordinator","White",2018,2019,2
"2238","Mississippi State","Zach Arnett","Defensive Coordinator","White",2020,2021,2
"2239","Missouri","Moe Ankney","Defensive Coordinator","White",2000,2000,1
"2240","Missouri","Matt Eberflus","Defensive Coordinator","White",2001,2008,8
"2241","Missouri","Dave Steckel","Defensive Coordinator","White",2009,2014,6
"2242","Missouri","Barry Odom","Defensive Coordinator","White",2015,2015,1
"2243","Missouri","DeMontie Cross","Defensive Coordinator","Black",2016,2017,2
"2244","Missouri","Ryan Walters","Defensive Coordinator","Black",2016,2020,5
"2245","Missouri","Steve Wilks","Defensive Coordinator","Black",2021,2021,1
"2246","Navy","Tim DeRuyter","Defensive Coordinator","White",2000,2000,1
"2247","Navy","Buddy Green","Defensive Coordinator","White",2002,2015,14
"2248","Navy","Dale Pehrson","Defensive Coordinator","White",2016,2018,3
"2249","Navy","Brian Newberry","Defensive Coordinator","White",2019,2021,3
"2250","Navy","Brian Norwood","Defensive Coordinator","Black",2019,2019,1
"2251","NC State","Buddy Green","Defensive Coordinator","White",2000,2001,2
"2252","NC State","Reggie Herring","Defensive Coordinator","White",2004,2004,1
"2253","NC State","Steve Dunlap","Defensive Coordinator","White",2005,2006,2
"2254","NC State","Mike Archer","Defensive Coordinator","White",2007,2012,6
"2255","NC State","Dave Huxtable","Defensive Coordinator","White",2013,2019,7
"2256","NC State","Ted Roof","Defensive Coordinator","White",2018,2018,1
"2257","NC State","Tony Gibson","Defensive Coordinator","White",2019,2021,3
"2258","Nebraska","Craig Bohl","Defensive Coordinator","White",2000,2002,3
"2259","Nebraska","Bo Pelini","Defensive Coordinator","White",2003,2003,1
"2260","Nebraska","Kevin Cosgrove","Defensive Coordinator","White",2004,2007,4
"2261","Nebraska","Carl Pelini","Defensive Coordinator","White",2008,2011,4
"2262","Nebraska","John Papuchis","Defensive Coordinator","White",2012,2014,3
"2263","Nebraska","Mark Banker","Defensive Coordinator","White",2015,2016,2
"2264","Nebraska","Bob Diaco","Defensive Coordinator","White",2017,2017,1
"2265","Nebraska","Erik Chinander","Defensive Coordinator","White",2018,2021,4
"2266","Nevada","Jeff Mills","Defensive Coordinator","White",2000,2003,4
"2267","Nevada","Barry Sacks","Defensive Coordinator","White",2004,2006,3
"2268","Nevada","Dave Fipp","Defensive Coordinator","White",2004,2004,1
"2269","Nevada","Tim DeRuyter","Defensive Coordinator","White",2005,2006,2
"2270","Nevada","Ken Wilson","Defensive Coordinator","White",2007,2007,1
"2271","Nevada","Nigel Burton","Defensive Coordinator","Black",2008,2009,2
"2272","Nevada","Andy Buh","Defensive Coordinator","White",2010,2011,2
"2273","Nevada","Mike Bradeson","Defensive Coordinator","White",2012,2012,1
"2274","Nevada","Bill Teerlinck","Defensive Coordinator","White",2013,2016,4
"2275","Nevada","Scottie Hazelton","Defensive Coordinator","White",2013,2013,1
"2276","Nevada","Scott Boone","Defensive Coordinator","White",2014,2016,3
"2277","Nevada","Jeff Casteel","Defensive Coordinator","White",2017,2019,3
"2278","Nevada","Brian Ward","Defensive Coordinator","White",2020,2021,2
"2279","New Mexico","Bronco Mendenhall","Defensive Coordinator","White",2000,2001,2
"2280","New Mexico","Osia Lewis","Defensive Coordinator","Black",2003,2007,5
"2281","New Mexico","Troy Reffett","Defensive Coordinator","White",2008,2008,1
"2282","New Mexico","Doug Mallory","Defensive Coordinator","White",2009,2010,2
"2283","New Mexico","Jeff Mills","Defensive Coordinator","White",2012,2013,2
"2284","New Mexico","Kevin Cosgrove","Defensive Coordinator","White",2014,2018,5
"2285","New Mexico","Jordan Peterson","Defensive Coordinator","White",2019,2019,1
"2286","New Mexico","Rocky Long","Defensive Coordinator","White",2020,2021,2
"2287","New Mexico State","Steve Stanard","Defensive Coordinator","White",2000,2002,3
"2288","New Mexico State","Ross Els","Defensive Coordinator","White",2003,2004,2
"2289","New Mexico State","Woody Widenhofer","Defensive Coordinator","White",2005,2007,3
"2290","New Mexico State","Joe Lee Dunn","Defensive Coordinator","White",2008,2008,1
"2291","New Mexico State","Dale Lindsey","Defensive Coordinator","White",2011,2011,1
"2292","New Mexico State","David Elson","Defensive Coordinator","White",2012,2013,2
"2293","New Mexico State","Larry Coyer","Defensive Coordinator","White",2014,2014,1
"2294","New Mexico State","Zane Vance","Defensive Coordinator","White",2015,2015,1
"2295","New Mexico State","Frank Spaziani","Defensive Coordinator","White",2016,2021,6
"2296","North Carolina","Ken Browning","Defensive Coordinator","White",2000,2000,1
"2297","North Carolina","Jon Tenuta","Defensive Coordinator","White",2001,2001,1
"2298","North Carolina","Dave Huxtable","Defensive Coordinator","White",2002,2003,2
"2299","North Carolina","John Gutekunst","Defensive Coordinator","White",2004,2004,1
"2300","North Carolina","Marvin Sanders","Defensive Coordinator","Black",2004,2006,3
"2301","North Carolina","Chuck Pagano","Defensive Coordinator","White",2007,2007,1
"2302","North Carolina","Everett Withers","Defensive Coordinator","Black",2008,2010,3
"2303","North Carolina","Art Kaufman","Defensive Coordinator","White",2011,2011,1
"2304","North Carolina","Dan Disch","Defensive Coordinator","White",2012,2014,3
"2305","North Carolina","Ron West","Defensive Coordinator","White",2014,2014,1
"2306","North Carolina","Gene Chizik","Defensive Coordinator","White",2015,2016,2
"2307","North Carolina","John Papuchis","Defensive Coordinator","White",2017,2018,2
"2308","North Carolina","Jay Bateman","Defensive Coordinator","White",2019,2021,3
"2309","North Carolina","Tommy Thigpen","Defensive Coordinator","Black",2019,2021,3
"2310","North Texas","Gary DeLoach","Defensive Coordinator","White",2000,2010,11
"2311","North Texas","Kenny Evans","Defensive Coordinator","White",2003,2005,3
"2312","North Texas","Fred Bleil","Defensive Coordinator","White",2006,2006,1
"2313","North Texas","Ron Mendoza","Defensive Coordinator","White",2007,2007,1
"2314","North Texas","Clint Bowen","Defensive Coordinator","White",2011,2020,10
"2315","North Texas","Jon Skladany","Defensive Coordinator","White",2012,2014,3
"2316","North Texas","Chris Cosh","Defensive Coordinator","White",2015,2015,1
"2317","North Texas","Mike Ekeler","Defensive Coordinator","White",2016,2016,1
"2318","North Texas","Troy Reffett","Defensive Coordinator","White",2016,2019,4
"2319","North Texas","Phil Bennett","Defensive Coordinator","White",2021,2021,1
"2320","Northern Illinois","Scott Shafer","Defensive Coordinator","White",2000,2003,4
"2321","Northern Illinois","Denny Doornbos","Defensive Coordinator","White",2004,2007,4
"2322","Northern Illinois","Tracy Claeys","Defensive Coordinator","White",2008,2010,3
"2323","Northern Illinois","Jay Niemann","Defensive Coordinator","White",2011,2015,5
"2324","Northern Illinois","Kevin Kane","Defensive Coordinator","White",2016,2017,2
"2325","Northern Illinois","Jeff Knowles","Defensive Coordinator","White",2018,2018,1
"2326","Northern Illinois","Robert Wimberly","Defensive Coordinator","Black",2019,2020,2
"2327","Northwestern","Jerry Brown","Defensive Coordinator","White",2000,2001,2
"2328","Northwestern","Greg Colby","Defensive Coordinator","White",2002,2007,6
"2329","Northwestern","Mike Hankwitz","Defensive Coordinator","White",2008,2020,13
"2330","Northwestern","Jim O'Neil","Defensive Coordinator","White",2021,2021,1
"2331","Notre Dame","Greg Mattison","Defensive Coordinator","White",2000,2001,2
"2332","Notre Dame","Kent Baer","Defensive Coordinator","White",2002,2004,3
"2333","Notre Dame","Rick Minter","Defensive Coordinator","White",2005,2006,2
"2334","Notre Dame","Corwin Brown","Defensive Coordinator","Black",2007,2008,2
"2335","Notre Dame","Jon Tenuta","Defensive Coordinator","White",2009,2009,1
"2336","Notre Dame","Bob Diaco","Defensive Coordinator","White",2010,2013,4
"2337","Notre Dame","Kerry Cooks","Defensive Coordinator","Black",2012,2013,2
"2338","Notre Dame","Brian VanGorder","Defensive Coordinator","White",2014,2016,3
"2339","Notre Dame","Mike Elko","Defensive Coordinator","White",2017,2017,1
"2340","Notre Dame","Clark Lea","Defensive Coordinator","White",2018,2020,3
"2341","Notre Dame","Marcus Freeman","Defensive Coordinator","Black",2021,2021,1
"2342","Ohio","Brian Knorr","Defensive Coordinator","White",2000,2000,1
"2343","Ohio","Tim Kish","Defensive Coordinator","White",2001,2001,1
"2344","Ohio","Tim DeRuyter","Defensive Coordinator","White",2002,2004,3
"2345","Ohio","Jim Burrow","Defensive Coordinator","White",2005,2018,14
"2346","Ohio","Ron Collins","Defensive Coordinator","White",2017,2021,5
"2347","Ohio","Pete Germano","Defensive Coordinator","White",2019,2021,3
"2348","Ohio State","Jon Tenuta","Defensive Coordinator","White",2000,2000,1
"2349","Ohio State","Mark Dantonio","Defensive Coordinator","White",2001,2003,3
"2350","Ohio State","Mark Snyder","Defensive Coordinator","White",2004,2004,1
"2351","Ohio State","Mel Tucker","Defensive Coordinator","Black",2004,2004,1
"2352","Ohio State","Jim Heacock","Defensive Coordinator","White",2005,2011,7
"2353","Ohio State","Luke Fickell","Defensive Coordinator","White",2005,2016,12
"2354","Ohio State","Everett Withers","Defensive Coordinator","Black",2012,2013,2
"2355","Ohio State","Chris Ash","Defensive Coordinator","White",2014,2015,2
"2356","Ohio State","Greg Schiano","Defensive Coordinator","White",2016,2018,3
"2357","Ohio State","Alex Grinch","Defensive Coordinator","White",2018,2018,1
"2358","Ohio State","Greg Mattison","Defensive Coordinator","White",2019,2020,2
"2359","Ohio State","Jeff Hafley","Defensive Coordinator","White",2019,2019,1
"2360","Ohio State","Kerry Coombs","Defensive Coordinator","White",2020,2021,2
"2361","Oklahoma","Brent Venables","Defensive Coordinator","White",2000,2011,12
"2362","Oklahoma","Mike Stoops","Defensive Coordinator","White",2000,2018,19
"2363","Oklahoma","Bo Pelini","Defensive Coordinator","White",2004,2004,1
"2364","Oklahoma","Alex Grinch","Defensive Coordinator","White",2019,2021,3
"2365","Oklahoma State","Mike Cassity","Defensive Coordinator","White",2000,2000,1
"2366","Oklahoma State","Bill Clay","Defensive Coordinator","White",2001,2004,4
"2367","Oklahoma State","Vance Bedford","Defensive Coordinator","Black",2005,2006,2
"2368","Oklahoma State","Tim Beckman","Defensive Coordinator","White",2007,2008,2
"2369","Oklahoma State","Bill Young","Defensive Coordinator","White",2009,2012,4
"2370","Oklahoma State","Glenn Spencer","Defensive Coordinator","White",2011,2017,7
"2371","Oklahoma State","Jim Knowles","Defensive Coordinator","White",2018,2021,4
"2372","Old Dominion","Rich Nagy","Defensive Coordinator","White",2014,2018,5
"2373","Old Dominion","David Blackwell","Defensive Coordinator","White",2019,2019,1
"2374","Old Dominion","Grady Brown","Defensive Coordinator","Black",2019,2019,1
"2375","Old Dominion","Blake Seiler","Defensive Coordinator","White",2020,2021,2
"2376","Ole Miss","Art Kaufman","Defensive Coordinator","White",2000,2000,1
"2377","Ole Miss","Don Lindsey","Defensive Coordinator","White",2001,2001,1
"2378","Ole Miss","Chuck Driesbach","Defensive Coordinator","White",2002,2004,3
"2379","Ole Miss","John Thompson","Defensive Coordinator","White",2007,2007,1
"2380","Ole Miss","Tyrone Nix","Defensive Coordinator","Black",2008,2011,4
"2381","Ole Miss","Dave Wommack","Defensive Coordinator","White",2012,2016,5
"2382","Ole Miss","Wesley McGriff","Defensive Coordinator","Black",2012,2018,7
"2383","Ole Miss","Jason Jones","Defensive Coordinator","Black",2013,2018,6
"2384","Ole Miss","Mike MacIntyre","Defensive Coordinator","White",2019,2019,1
"2385","Ole Miss","Chris Partridge","Defensive Coordinator","White",2020,2021,2
"2386","Ole Miss","D.J. Durkin","Defensive Coordinator","White",2020,2021,2
"2387","Oregon","Nick Aliotti","Defensive Coordinator","White",2000,2013,14
"2388","Oregon","Don Pellum","Defensive Coordinator","Black",2014,2015,2
"2389","Oregon","Brady Hoke","Defensive Coordinator","White",2016,2016,1
"2390","Oregon","Jim Leavitt","Defensive Coordinator","White",2017,2018,2
"2391","Oregon","Joe Salave'a","Defensive Coordinator","Other",2018,2019,2
"2392","Oregon","Keith Heyward","Defensive Coordinator","Black",2018,2020,3
"2393","Oregon","Andy Avalos","Defensive Coordinator","White",2019,2020,2
"2394","Oregon","Ken Wilson","Defensive Coordinator","White",2021,2021,1
"2395","Oregon","Tim DeRuyter","Defensive Coordinator","White",2021,2021,1
"2396","Oregon State","Craig Bray","Defensive Coordinator","White",2000,2002,3
"2397","Oregon State","Mark Banker","Defensive Coordinator","White",2003,2014,12
"2398","Oregon State","Kalani Sitake","Defensive Coordinator","Other",2015,2015,1
"2399","Oregon State","Kevin Clune","Defensive Coordinator","White",2016,2017,2
"2400","Oregon State","Tim Tibesar","Defensive Coordinator","White",2018,2021,4
"2401","Penn State","Tom Bradley","Defensive Coordinator","White",2000,2011,12
"2402","Penn State","Ted Roof","Defensive Coordinator","White",2012,2012,1
"2403","Penn State","John Butler","Defensive Coordinator","White",2013,2013,1
"2404","Penn State","Bob Shoop","Defensive Coordinator","White",2014,2015,2
"2405","Penn State","Brent Pry","Defensive Coordinator","White",2016,2021,6
"2406","Penn State","Tim Banks","Defensive Coordinator","Black",2016,2020,5
"2407","Penn State","Anthony Poindexter","Defensive Coordinator","Black",2021,2021,1
"2408","Pittsburgh","Paul Rhoads","Defensive Coordinator","White",2000,2007,8
"2409","Pittsburgh","Phil Bennett","Defensive Coordinator","White",2008,2010,3
"2410","Pittsburgh","Keith Patterson","Defensive Coordinator","White",2011,2011,1
"2411","Pittsburgh","Paul Randolph","Defensive Coordinator","Black",2011,2011,1
"2412","Pittsburgh","Dave Huxtable","Defensive Coordinator","White",2012,2012,1
"2413","Pittsburgh","Matt House","Defensive Coordinator","White",2013,2014,2
"2414","Pittsburgh","Josh Conklin","Defensive Coordinator","White",2015,2017,3
"2415","Pittsburgh","Randy Bates","Defensive Coordinator","White",2018,2021,4
"2416","Purdue","Brock Spack","Defensive Coordinator","White",2000,2008,9
"2417","Purdue","Donn Landholm","Defensive Coordinator","White",2009,2010,2
"2418","Purdue","Gary Emanuel","Defensive Coordinator","Black",2010,2011,2
"2419","Purdue","Tim Tibesar","Defensive Coordinator","White",2012,2012,1
"2420","Purdue","Greg Hudson","Defensive Coordinator","White",2013,2015,3
"2421","Purdue","Marcus Freeman","Defensive Coordinator","Black",2016,2016,1
"2422","Purdue","Ross Els","Defensive Coordinator","White",2016,2016,1
"2423","Purdue","Anthony Poindexter","Defensive Coordinator","Black",2017,2020,4
"2424","Purdue","Nick Holt","Defensive Coordinator","White",2017,2019,3
"2425","Purdue","Bob Diaco","Defensive Coordinator","White",2020,2020,1
"2426","Purdue","Brad Lambert","Defensive Coordinator","White",2021,2021,1
"2427","Purdue","Mark Hagen","Defensive Coordinator","White",2021,2021,1
"2428","Purdue","Ron English","Defensive Coordinator","Black",2021,2021,1
"2429","Rice","Roger Hinshaw","Defensive Coordinator","White",2000,2005,6
"2430","Rice","Paul Randolph","Defensive Coordinator","Black",2006,2006,1
"2431","Rice","Chuck Driesbach","Defensive Coordinator","White",2007,2011,5
"2432","Rice","Craig Naivar","Defensive Coordinator","White",2008,2009,2
"2433","Rice","Chris Thurmond","Defensive Coordinator","White",2012,2016,5
"2434","Rice","Brian Stewart","Defensive Coordinator","Black",2017,2017,1
"2435","Rice","Brian Smith","Defensive Coordinator","White",2018,2021,4
"2436","Rutgers","Dennis Creehan","Defensive Coordinator","White",2000,2000,1
"2437","Rutgers","Paul Ferraro","Defensive Coordinator","White",2001,2004,4
"2438","Rutgers","Bob Fraser","Defensive Coordinator","White",2009,2011,3
"2439","Rutgers","Ed Pinkham","Defensive Coordinator","White",2009,2010,2
"2440","Rutgers","Robb Smith","Defensive Coordinator","White",2012,2021,10
"2441","Rutgers","Dave Cohen","Defensive Coordinator","White",2013,2013,1
"2442","Rutgers","Joe Rossi","Defensive Coordinator","White",2014,2015,2
"2443","Rutgers","Jay Niemann","Defensive Coordinator","White",2016,2018,3
"2444","Rutgers","Bill Busch","Defensive Coordinator","White",2017,2017,1
"2445","Rutgers","Noah Joseph","Defensive Coordinator","White",2018,2019,2
"2446","Rutgers","Andy Buh","Defensive Coordinator","White",2019,2019,1
"2447","San Diego State","Ken Delgado","Defensive Coordinator","Other",2000,2001,2
"2448","San Diego State","Thom Kaumeyer","Defensive Coordinator","White",2002,2005,4
"2449","San Diego State","Bob Elliott","Defensive Coordinator","White",2006,2007,2
"2450","San Diego State","Rocky Long","Defensive Coordinator","White",2009,2010,2
"2451","San Diego State","Danny Gonzales","Defensive Coordinator","White",2017,2017,1
"2452","San Diego State","Zach Arnett","Defensive Coordinator","White",2018,2019,2
"2453","San Diego State","Kurt Mattix","Defensive Coordinator","White",2020,2021,2
"2454","San José State","Barry Sacks","Defensive Coordinator","White",2000,2000,1
"2455","San José State","Paul Arslanian","Defensive Coordinator","White",2000,2000,1
"2456","San José State","Ronnie Lee","Defensive Coordinator","Black",2001,2002,2
"2457","San José State","Chris Wilkerson","Defensive Coordinator","White",2003,2003,1
"2458","San José State","Keith Burns","Defensive Coordinator","White",2004,2009,6
"2459","San José State","Dave Fipp","Defensive Coordinator","White",2005,2007,3
"2460","San José State","Tom Williams","Defensive Coordinator","Black",2005,2006,2
"2461","San José State","Kent Baer","Defensive Coordinator","White",2010,2012,3
"2462","San José State","Kenwick Thompson","Defensive Coordinator","Black",2013,2013,1
"2463","San José State","Greg Robinson","Defensive Coordinator","White",2014,2015,2
"2464","San José State","Ron English","Defensive Coordinator","Black",2016,2016,1
"2465","San José State","Derrick Odum","Defensive Coordinator","Black",2017,2018,2
"2466","SMU","Eric Schumann","Defensive Coordinator","White",2000,2001,2
"2467","SMU","Jim Gush","Defensive Coordinator","White",2002,2007,6
"2468","SMU","Tom Mason","Defensive Coordinator","White",2008,2014,7
"2469","SMU","Van Malone","Defensive Coordinator","Black",2015,2017,3
"2470","SMU","Kevin Kane","Defensive Coordinator","White",2018,2020,3
"2471","SMU","Jim Leavitt","Defensive Coordinator","White",2021,2021,1
"2472","South Alabama","Bill Clark","Defensive Coordinator","White",2012,2012,1
"2473","South Alabama","Kevin Sherrer","Defensive Coordinator","White",2013,2013,1
"2474","South Alabama","Travis Pearson","Defensive Coordinator","Black",2014,2015,2
"2475","South Alabama","Kane Wommack","Defensive Coordinator","White",2016,2017,2
"2476","South Alabama","Brian Turner","Defensive Coordinator","White",2017,2017,1
"2477","South Alabama","Greg Stewart","Defensive Coordinator","White",2018,2020,3
"2478","South Alabama","Corey Batoon","Defensive Coordinator","White",2021,2021,1
"2479","South Carolina","Charlie Strong","Defensive Coordinator","Black",2000,2001,2
"2480","South Carolina","Tyrone Nix","Defensive Coordinator","Black",2007,2007,1
"2481","South Carolina","Ellis Johnson","Defensive Coordinator","White",2008,2011,4
"2482","South Carolina","Lorenzo Ward","Defensive Coordinator","Black",2012,2015,4
"2483","South Carolina","Jon Hoke","Defensive Coordinator","White",2015,2015,1
"2484","South Carolina","Travaris Robinson","Defensive Coordinator","Black",2016,2020,5
"2485","South Carolina","Clayton White","Defensive Coordinator","Black",2021,2021,1
"2486","South Florida","Glenn Spencer","Defensive Coordinator","White",2020,2021,2
"2487","Southern Mississippi","Dave Wommack","Defensive Coordinator","White",2000,2000,1
"2488","Southern Mississippi","Tyrone Nix","Defensive Coordinator","Black",2001,2004,4
"2489","Southern Mississippi","Jay Hopson","Defensive Coordinator","White",2005,2007,3
"2490","Southern Mississippi","Todd Bradford","Defensive Coordinator","White",2008,2010,3
"2491","Southern Mississippi","Dan Disch","Defensive Coordinator","White",2011,2011,1
"2492","Southern Mississippi","David Duggan","Defensive Coordinator","White",2011,2015,5
"2493","Southern Mississippi","Tommy West","Defensive Coordinator","White",2012,2012,1
"2494","Southern Mississippi","Tony Pecoraro","Defensive Coordinator","White",2016,2020,5
"2495","Southern Mississippi","Derek Nicholson","Defensive Coordinator","Black",2018,2019,2
"2496","Southern Mississippi","Austin Armstrong","Defensive Coordinator","White",2021,2021,1
"2497","Stanford","Kent Baer","Defensive Coordinator","White",2000,2001,2
"2498","Stanford","Mark Banker","Defensive Coordinator","White",2002,2002,1
"2499","Stanford","Tom Williams","Defensive Coordinator","Black",2002,2003,2
"2500","Stanford","A.J. Christoff","Defensive Coordinator","White",2003,2006,4
"2501","Stanford","Tom Hayes","Defensive Coordinator","White",2005,2005,1
"2502","Stanford","Andy Buh","Defensive Coordinator","White",2008,2009,2
"2503","Stanford","Ron Lynn","Defensive Coordinator","White",2008,2009,2
"2504","Stanford","Vic Fangio","Defensive Coordinator","White",2010,2010,1
"2505","Stanford","Derek Mason","Defensive Coordinator","Black",2011,2013,3
"2506","Stanford","Jason Tarver","Defensive Coordinator","White",2011,2011,1
"2507","Stanford","Lance Anderson","Defensive Coordinator","White",2014,2021,8
"2508","Syracuse","Chris Rippon","Defensive Coordinator","White",2000,2003,4
"2509","Syracuse","Steve Dunlap","Defensive Coordinator","White",2004,2004,1
"2510","Syracuse","Steve Russ","Defensive Coordinator","White",2007,2007,1
"2511","Syracuse","Derrick Jackson","Defensive Coordinator","Black",2008,2008,1
"2512","Syracuse","Scott Shafer","Defensive Coordinator","White",2009,2012,4
"2513","Syracuse","Chuck Bullough","Defensive Coordinator","White",2013,2015,3
"2514","Syracuse","Brian Ward","Defensive Coordinator","White",2016,2019,4
"2515","Syracuse","Tony White","Defensive Coordinator","Black",2020,2021,2
"2516","TCU","Gary Patterson","Defensive Coordinator","White",2000,2000,1
"2517","TCU","Chuck Driesbach","Defensive Coordinator","White",2001,2001,1
"2518","TCU","David Bailiff","Defensive Coordinator","White",2002,2003,2
"2519","TCU","Dick Bumpas","Defensive Coordinator","White",2004,2014,11
"2520","TCU","Chad Glasgow","Defensive Coordinator","White",2015,2021,7
"2521","TCU","DeMontie Cross","Defensive Coordinator","Black",2015,2015,1
"2522","Temple","Raymond Monica","Defensive Coordinator","White",2000,2005,6
"2523","Temple","Mark D'Onofrio","Defensive Coordinator","White",2006,2010,5
"2524","Temple","Chuck Heater","Defensive Coordinator","White",2011,2012,2
"2525","Temple","Phil Snow","Defensive Coordinator","White",2013,2016,4
"2526","Temple","Taver Johnson","Defensive Coordinator","Black",2017,2017,1
"2527","Temple","Andrew Thacker","Defensive Coordinator","White",2018,2018,1
"2528","Temple","Jeff Knowles","Defensive Coordinator","White",2019,2021,3
"2529","Tennessee","John Chavis","Defensive Coordinator","White",2000,2008,9
"2530","Tennessee","Monte Kiffin","Defensive Coordinator","White",2009,2009,1
"2531","Tennessee","Justin Wilcox","Defensive Coordinator","White",2010,2011,2
"2532","Tennessee","Sal Sunseri","Defensive Coordinator","White",2012,2012,1
"2533","Tennessee","John Jancek","Defensive Coordinator","White",2013,2015,3
"2534","Tennessee","Bob Shoop","Defensive Coordinator","White",2016,2017,2
"2535","Tennessee","Chris Rumph","Defensive Coordinator","Black",2018,2018,1
"2536","Tennessee","Kevin Sherrer","Defensive Coordinator","White",2018,2018,1
"2537","Tennessee","Derrick Ansley","Defensive Coordinator","Black",2019,2020,2
"2538","Tennessee","Tim Banks","Defensive Coordinator","Black",2021,2021,1
"2539","Texas","Carl Reese","Defensive Coordinator","White",2000,2003,4
"2540","Texas","Duane Akina","Defensive Coordinator","White",2004,2007,4
"2541","Texas","Greg Robinson","Defensive Coordinator","White",2004,2004,1
"2542","Texas","Gene Chizik","Defensive Coordinator","White",2005,2006,2
"2543","Texas","Larry Mac Duff","Defensive Coordinator","White",2007,2007,1
"2544","Texas","Will Muschamp","Defensive Coordinator","White",2008,2010,3
"2545","Texas","Manny Diaz","Defensive Coordinator","Other",2011,2013,3
"2546","Texas","Vance Bedford","Defensive Coordinator","Black",2014,2016,3
"2547","Texas","Todd Orlando","Defensive Coordinator","White",2017,2019,3
"2548","Texas","Craig Naivar","Defensive Coordinator","White",2019,2019,1
"2549","Texas","Chris Ash","Defensive Coordinator","White",2020,2020,1
"2550","Texas","Coleman Hutzler","Defensive Coordinator","White",2020,2020,1
"2551","Texas","Jeff Choate","Defensive Coordinator","White",2021,2021,1
"2552","Texas","Pete Kwiatkowski","Defensive Coordinator","White",2021,2021,1
"2553","Texas A&M","Mike Hankwitz","Defensive Coordinator","White",2000,2002,3
"2554","Texas A&M","Carl Torbush","Defensive Coordinator","White",2003,2005,3
"2555","Texas A&M","Gary Darnell","Defensive Coordinator","White",2006,2007,2
"2556","Texas A&M","Joe Kines","Defensive Coordinator","White",2008,2009,2
"2557","Texas A&M","Tim DeRuyter","Defensive Coordinator","White",2010,2011,2
