"","variable","betweenness","closeness","degree","eigen","Race","Race == ..."
"870","Reggie Johnson",0,4.88679733962753e-07,1,1.43382495597453e-05,"Black",TRUE
"871","Duwan Walker",0,4.88679733962753e-07,1,2.7906548201696e-06,"Black",TRUE
"872","David Reeves",0,4.88679733962753e-07,1,1.39532741009008e-05,"White",TRUE
"873","Bill D Ottavio",0,4.88679733962753e-07,1,9.96199752574937e-06,"White",NA
"874","Lance Thompson",0,4.88679733962753e-07,1,7.39764899669903e-05,"White",TRUE
"875","Chuck Bresnahan",0,4.88679733962753e-07,1,2.4658829988984e-05,"White",TRUE
"876","Travis Williams",0,4.88679733962753e-07,1,6.03304800749366e-05,"Black",TRUE
"877","Bobby Field",0,4.88679733962753e-07,1,0.000179603339209355,"White",TRUE
"878","Lou Spanos",0,4.88679733962753e-07,2,0.000120628463935339,"White",TRUE
"879","Jeff Ulbrich",0,4.88679733962753e-07,1,6.17143330019123e-06,"White",TRUE
"880","Mike Toop",0,4.88679733962753e-07,1,3.60951991116382e-05,"White",TRUE
"881","Kent Briggs",0,4.88679733962753e-07,1,3.60951991116377e-05,"White",TRUE
"882","Vincent Brown",0,4.88679733962753e-07,1,2.50826626392549e-05,"Black",TRUE
"883","Billy Crocker",0,4.88679733962753e-07,1,7.21903982232895e-05,"White",TRUE
"884","Zac Alley",0,4.88679733962753e-07,1,1.0798727059197e-06,"White",TRUE
"885","Kurt Barber",0,4.88679733962753e-07,1,3.88828055098332e-05,"Black",TRUE
"886","Kraig Paulson",0,4.88679733962753e-07,2,9.31175464128404e-06,"White",TRUE
"887","J D  Williams",0,4.88679733962753e-07,1,6.00704736255955e-08,"White",NA
"888","Tim Hauck",0,4.88679733962753e-07,1,1.20140947260112e-07,"White",TRUE
"889","Tim Skipper",0,4.88679733962753e-07,1,0.000779905935337684,"Black",TRUE
"890","Peter Hansen",0,4.88679733962753e-07,1,1.39271575735491e-05,"White",TRUE
"891","Rocky Seto",0,4.88679733962753e-07,1,2.8492273627853e-05,"Other",TRUE
"892","Raymond Woodie",0,4.88679733962753e-07,1,4.19335112290057e-05,"Black",TRUE
"893","Brian Jean Mary",0,4.88679733962753e-07,1,0.000421171219521803,"White",NA
"894","John Pease",0,4.88679733962753e-07,1,0.000131819866974549,"White",TRUE
"895","Morgan Scalley",0,4.88679733962753e-07,1,0.000790919201847376,"White",TRUE
"896","David Kotulski",0,4.88679733962753e-07,2,0.000641420598955805,"White",TRUE
"897","Mark Johnson",0,4.88679733962753e-07,1,2.46468895760038e-05,"White",TRUE
"898","Frank Maile",0,4.88679733962753e-07,2,0.000149160466714857,"Other",TRUE
"899","Kendrick Shaver",0,4.88679733962753e-07,1,5.76785546306327e-05,"Black",TRUE
"900","Justin Ena",0,4.88679733962753e-07,1,6.26426347688999e-05,"White",TRUE
"901","Stacy Collins",0,4.88679733962753e-07,1,6.2642634768899e-05,"White",TRUE
"902","Bob Wagner",0,4.88679733962753e-07,1,4.70657348085565e-06,"White",TRUE
"903","Tim Hundley",0,4.88679733962753e-07,3,2.1590362548854e-05,"White",TRUE
"904","Andre Patterson",0,4.88679733962753e-07,1,7.90725632342882e-06,"Black",TRUE
"905","Mike Cox",0,4.88679733962753e-07,1,0.000316130381290484,"White",TRUE
"906","Jess Loepp",0,4.88679733962753e-07,1,4.50706670978997e-07,"White",TRUE
"907","Rod Wright",0,4.88679733962753e-07,1,4.50706670979199e-07,"Black",TRUE
"908","Herb Paterra",0,4.88679733962753e-07,1,3.96457983068288e-06,"White",TRUE
"909","Bruce Fowler",0,4.88679733962753e-07,1,3.13866264112971e-08,"White",TRUE
"910","Rick Lantz",0,4.88679733962753e-07,1,7.83198769711963e-08,"White",TRUE
"911","Kelly Poppinga",0,4.88679733962753e-07,1,0.000139873916435157,"White",TRUE
"912","Bud Foster",0,4.88679733962753e-07,1,0.000161160506815812,"White",TRUE
"913","Justin Hamilton",0,4.88679733962753e-07,1,4.48413023938757e-05,"White",TRUE
"914","Theo Lemon",0,4.88679733962753e-07,1,0,"Black",TRUE
"915","Tony Pierce",0,4.88679733962753e-07,1,0,"Black",TRUE
"916","Dean Hood",0,4.88679733962753e-07,1,0.000232797871154715,"White",TRUE
"917","Tim Billings",0,4.88679733962753e-07,1,3.32568387363751e-05,"White",TRUE
"918","Lyle Hemphill",0,4.88679733962753e-07,1,0.000407203134622841,"White",TRUE
"919","Ed Donatell",0,4.88679733962753e-07,1,3.1022070228566e-05,"White",TRUE
"920","Ikaika Malloe",0,4.88679733962753e-07,1,0.000846961521379808,"Other",TRUE
"921","Jody Sears",0,4.88679733962753e-07,1,6.81999967326096e-06,"White",TRUE
"922","Mike Breske",0,4.88679733962753e-07,2,0.000118717069353633,"White",TRUE
"923","Darcel McBath",0,4.88679733962753e-07,1,3.73321497473527e-05,"Black",TRUE
"924","Jake Dickert",0,4.88679733962753e-07,2,0.00657536993827388,"White",TRUE
"925","Joe DeForest",0,4.88679733962753e-07,1,3.97740269371241e-05,"White",TRUE
"926","Jordan Lesley",0,4.88679733962753e-07,1,8.33237579147698e-05,"White",TRUE
"927","ShaDon Brown",0,4.88679733962753e-07,1,4.16618789573765e-05,"Black",TRUE
"928","Maurice Crum Jr ",0,4.88679733962753e-07,1,5.55793035460235e-06,"White",NA
"929","J C  Harper",0,4.88679733962753e-07,1,1.2665593126426e-05,"White",NA
"930","Steve Morrison",0,4.88679733962753e-07,1,2.67198258601886e-05,"White",TRUE
"931","Lou Esposito",0,4.88679733962753e-07,1,5.17425334210938e-05,"White",TRUE
"932","Jim Leonhard",0,4.88679733962753e-07,1,0.000243207296268666,"White",TRUE
"933","Chuck Petersen",0,4.88679733962753e-07,1,2.79872954488723e-17,"White",TRUE
"934","Clay Hendrix",0,4.88679733962753e-07,1,6.34459078677798e-05,"White",TRUE
"935","Tim Horton",0,4.88679733962753e-07,1,2.1148635955918e-05,"White",TRUE
"936","Blane Morgan",0,4.88679733962753e-07,1,0.000126891815735565,"White",TRUE
"937","Mike Thiessen",0,4.88679733962753e-07,1,0.000211486359559298,"White",TRUE
"938","Paul Winters",0,4.88679733962753e-07,1,1.51109745776177e-06,"Black",TRUE
"939","Jim Pry",0,4.88679733962753e-07,2,1.36897747926493e-05,"White",TRUE
"940","John Latina",0,4.88679733962753e-07,2,0.000443469076423917,"White",TRUE
"941","A J  Milwee",0,4.88679733962753e-07,2,5.59862327000178e-06,"White",NA
"942","Tommy Zagorski",0,4.88679733962753e-07,1,3.98519480724661e-07,"White",TRUE
"943","Bryan Gasser",0,4.88679733962753e-07,1,1.99259740352845e-07,"White",TRUE
"944","Charlie Stubbs",0,4.88679733962753e-07,2,3.02901913041416e-05,"White",TRUE
"945","Les Koenning",0,4.88679733962753e-07,4,0.00125713922083528,"White",TRUE
"946","David Rader",0,4.88679733962753e-07,2,8.58555639894814e-06,"White",TRUE
"947","Joe Pendry",0,4.88679733962753e-07,1,0.000133067445112862,"White",TRUE
"948","Doug Nussmeier",0,4.88679733962753e-07,5,0.0011151230258782,"White",TRUE
"949","Brian Daboll",0,4.88679733962753e-07,1,0.000133067445112861,"White",TRUE
"950","Josh Gattis",0,4.88679733962753e-07,2,0.000220314656480032,"Black",TRUE
"951","Dwayne Ledford",0,4.88679733962753e-07,1,1.3166172858338e-05,"White",TRUE
"952","Frank Ponce",0,4.88679733962753e-07,2,1.73205100704991e-05,"White",TRUE
"953","Tony Petersen",0,4.88679733962753e-07,5,0.00018267555645441,"White",TRUE
"954","Rick Dykes",0,4.88679733962753e-07,1,1.24066249614039e-06,"White",TRUE
"955","Mike Deal",0,4.88679733962753e-07,1,6.20331248062656e-07,"?",TRUE
"956","Mike Canales",0,4.88679733962753e-07,4,0.0037518456748391,"White",TRUE
"957","Bill Bedenbaugh",0,4.88679733962753e-07,3,0.00321271308035789,"White",TRUE
"958","Calvin Magee",0,4.88679733962753e-07,3,0.00179853570938309,"Black",TRUE
"959","Rod Smith",0,4.88679733962753e-07,4,0.00162316087258034,"White",TRUE
"960","Noel Mazzone",0,4.88679733962753e-07,6,0.000655595789053545,"White",TRUE
"961","Brennan Carroll",0,4.88679733962753e-07,1,2.14122717852419e-06,"White",TRUE
"962","John Pettas",0,4.88679733962753e-07,3,1.27360251108254e-05,"White",TRUE
"963","Roy Wittke",0,4.88679733962753e-07,2,9.3047529032133e-06,"White",TRUE
"964","Rich Olson",0,4.88679733962753e-07,2,5.17460911922759e-05,"White",TRUE
"965","Rob Likens",0,4.88679733962753e-07,3,0.000106422225222699,"White",TRUE
"966","Zak Hill",0,4.88679733962753e-07,2,0.00246651282829718,"White",TRUE
"967","David Lee",0,4.88679733962753e-07,2,1.53159123772332e-05,"White",TRUE
"968","Paul Petrino",0,4.88679733962753e-07,3,0.000166224599180158,"White",TRUE
"969","Jim Chaney",0,4.88679733962753e-07,7,0.000725006798548041,"White",TRUE
"970","Joe Craddock",0,4.88679733962753e-07,1,0.000539161509432363,"White",TRUE
"971","Kendal Briles",0,4.88679733962753e-07,6,0.000183534569504821,"White",TRUE
"972","Randy Fichtner",0,4.88679733962753e-07,2,4.02214433438327e-05,"White",TRUE
"973","Phil Davis",0,4.88679733962753e-07,2,0.000105671453946881,"White",TRUE
"974","Doug Ruse",0,4.88679733962753e-07,3,1.56532864779411e-05,"White",TRUE
"975","Rhett Lashlee",0,4.88679733962753e-07,4,0.00067973547375321,"White",TRUE
"976","Bush Hamdan",0,4.88679733962753e-07,2,0.00463943046512975,"Other",TRUE
"977","Glen Elarbee",0,4.88679733962753e-07,1,4.49682923727757e-05,"White",TRUE
"978","Buster Faulkner",0,4.88679733962753e-07,3,0.000205760433826634,"White",TRUE
"979","Keith Heckendorf",0,4.88679733962753e-07,2,6.00802065227897e-05,"White",TRUE
"980","John Bond",0,4.88679733962753e-07,4,9.34026458509551e-05,"White",TRUE
"981","Kevin Ross",0,4.88679733962753e-07,1,0,"Black",TRUE
"982","Tim Walsh",0,4.88679733962753e-07,1,0,"White",TRUE
"983","Ian Shields",0,4.88679733962753e-07,1,2.9189068035647e-06,"White",TRUE
"984","Brent Davis",0,4.88679733962753e-07,1,4.75130091586307e-05,"White",TRUE
"985","Hugh Nall",0,4.88679733962753e-07,1,4.7428810625303e-05,"White",TRUE
"986","Al Borges",0,4.88679733962753e-07,7,0.000788061890309553,"White",TRUE
"987","Steve Ensminger",0,4.88679733962753e-07,3,0.000941739456819113,"White",TRUE
"988","Tony Franklin",0,4.88679733962753e-07,5,0.00104708599664831,"White",TRUE
"989","Dameyune Craig",0,4.88679733962753e-07,1,0.000180991440224838,"Black",TRUE
"990","Kodi Burns",0,4.88679733962753e-07,1,0.000180991440224836,"Black",TRUE
"991","Kenny Dillingham",0,4.88679733962753e-07,2,0.000141379190713511,"White",TRUE
"992","Ted Huber",0,4.88679733962753e-07,1,7.56948220377671e-06,"White",TRUE
"993","Rich Spisak",0,4.88679733962753e-07,1,7.56948220377586e-06,"White",TRUE
"994","Ed Stults",0,4.88679733962753e-07,1,0.00015124219078123,"White",TRUE
"995","Eddie Faulkner",0,4.88679733962753e-07,2,9.76680232573072e-05,"Black",TRUE
"996","Rich Skrosky",0,4.88679733962753e-07,2,4.43411415877072e-05,"White",TRUE
"997","Joey Lynch",0,4.88679733962753e-07,3,6.471647121952e-05,"White",TRUE
"998","Kevin Lynch",0,4.88679733962753e-07,1,1.27655031366764e-06,"White",TRUE
"999","Greg Meyer",0,4.88679733962753e-07,1,0.000218659247783039,"White",TRUE
"1000","Brent Pease",0,4.88679733962753e-07,4,0.00228358481486604,"White",TRUE
"1001","Lee Hays",0,4.88679733962753e-07,1,4.74832492426579e-05,"White",TRUE
"1002","Randy Clements",0,4.88679733962753e-07,1,9.99759806653785e-05,"White",TRUE
"1003","Glenn Thomas",0,4.88679733962753e-07,2,4.08148924317835e-05,"White",TRUE
"1004","Jeff Nixon",0,4.88679733962753e-07,1,2.53884852337567e-05,"Black",TRUE
"1005","Jeff Grimes",0,4.88679733962753e-07,2,0.000187545380838213,"White",TRUE
"1006","Robert Prince",0,4.88679733962753e-07,1,0.00402822600102764,"Other",TRUE
"1007","Scott Huff",0,4.88679733962753e-07,1,0.000611204464102106,"White",TRUE
"1008","Eric Kiesau",0,4.88679733962753e-07,4,0.012262323622248,"White",TRUE
"1009","Tim Plough",0,4.88679733962753e-07,1,8.74666260875253e-05,"White",TRUE
"1010","Dana Bible",0,4.88679733962753e-07,1,2.04977952631575e-05,"White",TRUE
"1011","Gary Tranquill",0,4.88679733962753e-07,3,3.90128957547112e-05,"White",TRUE
"1012","Kevin Rogers",0,4.88679733962753e-07,2,3.04434299265923e-05,"White",TRUE
"1013","Todd Fitch",0,4.88679733962753e-07,2,0.000212524754391169,"White",TRUE
"1014","Mike Bajakian",0,4.88679733962753e-07,3,0.000238179944097094,"White",TRUE
"1015","Frank Cignetti Jr ",0,4.88679733962753e-07,6,0.000370058705352065,"White",NA
"1016","Tom Lichtenberg",0,4.88679733962753e-07,1,3.22606611581197e-06,"White",TRUE
"1017","Greg Studrawa",0,4.88679733962753e-07,2,0.00105231000340941,"White",TRUE
"1018","Mick McCall",0,4.88679733962753e-07,2,0.000383388913044768,"White",TRUE
"1019","Warren Ruggiero",0,4.88679733962753e-07,1,0.00176454691669905,"White",TRUE
"1020","Matt Mattox",0,4.88679733962753e-07,2,3.58574068192665e-05,"White",TRUE
"1021","Sterlin Gilbert",0,4.88679733962753e-07,3,0.000477926319677662,"White",TRUE
"1022","Mike Lynch",0,4.88679733962753e-07,1,5.22442333414544e-05,"White",TRUE
"1023","Andy Padron",0,4.88679733962753e-07,1,6.1286042564112e-05,"White",TRUE
"1024","Kevin Kilmer",0,4.88679733962753e-07,1,6.12860425641094e-05,"White",TRUE
"1025","Terry Malone",0,4.88679733962753e-07,3,6.15761397223652e-05,"White",TRUE
"1026","Charlie Donner",0,4.88679733962753e-07,1,0,"White",TRUE
"1027","Bill Lazor",0,4.88679733962753e-07,2,1.56538519346943e-05,"White",TRUE
"1028","Roy Istvan",0,4.88679733962753e-07,1,1.29874467670574e-07,"White",TRUE
"1029","Gerald Carr",0,4.88679733962753e-07,1,2.48605542254724e-05,"Black",TRUE
"1030","Greg Forest",0,4.88679733962753e-07,1,1.12939532067657e-05,"White",TRUE
"1031","Alex Wood",0,4.88679733962753e-07,1,4.5175812827094e-05,"Black",TRUE
"1032","Andy Kotelnicki",0,4.88679733962753e-07,1,3.53370477579879e-17,"White",TRUE
"1033","Lance Reynolds",0,4.88679733962753e-07,1,0,"White",TRUE
"1034","Roger French",0,4.88679733962753e-07,1,0,"White",TRUE
"1035","Mike Borich",0,4.88679733962753e-07,1,0.000220604763977426,"White",TRUE
"1036","Robbie Bosco",0,4.88679733962753e-07,1,0.000110302381988705,"White",TRUE
"1037","Robert Anae",0,4.88679733962753e-07,1,0.000419621749305471,"White",TRUE
"1038","Brandon Doman",0,4.88679733962753e-07,1,6.9936958217566e-05,"White",TRUE
"1039","Ty Detmer",0,4.88679733962753e-07,1,8.74332181348472e-05,"White",TRUE
"1040","Aaron Roderick",0,4.88679733962753e-07,2,0.000439176209991093,"White",TRUE
"1041","Steve Hagen",0,4.88679733962753e-07,2,3.18190048126509e-05,"White",TRUE
"1042","George Cortez",0,4.88679733962753e-07,1,0.000611035101016303,"White",TRUE
"1043","Mike Dunbar",0,4.88679733962753e-07,4,0.000180304064573373,"White",TRUE
"1044","Jim Michalczik",0,4.88679733962753e-07,1,0.000458276325762223,"White",TRUE
"1045","Andy Ludwig",0,4.88679733962753e-07,7,0.00445264382221406,"White",TRUE
"1046","Beau Baldwin",0,4.88679733962753e-07,1,0.00129869270111145,"White",TRUE
"1047","Bill Musgrave",0,4.88679733962753e-07,2,0.000889321460955183,"White",TRUE
"1048","Mike Cummings",0,4.88679733962753e-07,3,9.09336200392496e-05,"White",TRUE
"1049","Morris Watts",0,4.88679733962753e-07,5,2.13605381417104e-05,"White",TRUE
"1050","Chris Ostrowsky",0,4.88679733962753e-07,1,1.36899602188477e-06,"White",TRUE
"1051","Charlie Frye",0,4.88679733962753e-07,1,9.83140622431927e-05,"White",TRUE
"1052","Kevin Barbay",0,4.88679733962753e-07,1,4.91570311215869e-05,"White",TRUE
"1053","Jeff Mullen",0,4.88679733962753e-07,2,7.59090729916317e-05,"White",TRUE
"1054","Alex Atkins",0,4.88679733962753e-07,1,0,"Black",TRUE
"1055","Mark Carney",0,4.88679733962753e-07,1,0,"White",TRUE
"1056","Joe Daniels",0,4.88679733962753e-07,1,6.65758693635943e-06,"White",TRUE
"1057","Rusty Burns",0,4.88679733962753e-07,4,0.000310835744834288,"White",TRUE
"1058","Eddie Gran",0,4.88679733962753e-07,2,0.00120752622476391,"White",TRUE
"1059","Zac Taylor",0,4.88679733962753e-07,1,4.74288106253025e-05,"White",TRUE
"1060","Mike Denbrock",0,4.88679733962753e-07,2,0.000480696499488352,"White",TRUE
"1061","Brad Scott",0,4.88679733962753e-07,1,5.91354286275894e-06,"White",TRUE
"1062","Mike O Cain",0,4.88679733962753e-07,2,1.86516592528066e-05,"White",NA
"1063","Rob Spence",0,4.88679733962753e-07,3,2.94850487673354e-05,"White",TRUE
"1064","Tony Elliott",0,4.88679733962753e-07,1,0.00257308478037728,"Black",TRUE
"1065","Newland Isaac",0,4.88679733962753e-07,1,1.30709584798567e-07,"Black",TRUE
"1066","Willy Korn",0,4.88679733962753e-07,1,1.30709584806411e-07,"White",TRUE
"1067","Shawn Watson",0,4.88679733962753e-07,5,0.00838019228149131,"White",TRUE
"1068","Eric Bieniemy",0,4.88679733962753e-07,1,5.60116515612379e-06,"Black",TRUE
"1069","Brian Lindgren",0,4.88679733962753e-07,2,0.00196140860707349,"White",TRUE
"1070","Darrin Chiaverini",0,4.88679733962753e-07,2,0.000305195318181182,"White",TRUE
"1071","Klayton Adams",0,4.88679733962753e-07,1,6.75472661103328e-05,"White",TRUE
"1072","Jay Johnson",0,4.88679733962753e-07,4,0.000330794781877295,"White",TRUE
"1073","Dan Hammerschmidt",0,4.88679733962753e-07,1,0.00207108792306072,"White",TRUE
"1074","John Benton",0,4.88679733962753e-07,1,0.000887609109883163,"White",TRUE
"1075","Dave Lay",0,4.88679733962753e-07,2,0.000298279445723788,"White",TRUE
"1076","Greg Peterson",0,4.88679733962753e-07,3,0.000304613560807508,"White",TRUE
"1077","Pat Meyer",0,4.88679733962753e-07,1,4.39823560330322e-05,"White",TRUE
"1078","Will Friend",0,4.88679733962753e-07,1,0.000137153872400399,"White",TRUE
"1079","Dave Johnson",0,4.88679733962753e-07,1,9.14359149335925e-05,"White",TRUE
"1080","Jon Budmayr",0,4.88679733962753e-07,1,5.50678844148025e-05,"White",TRUE
"1081","Marty Galbraith",0,4.88679733962753e-07,2,6.71419095641024e-05,"White",TRUE
"1082","Peter Vaas",0,4.88679733962753e-07,2,6.18329712586345e-05,"White",TRUE
"1083","Kurt Roper",0,4.88679733962753e-07,2,0.000634597788445907,"White",TRUE
"1084","Zac Roper",0,4.88679733962753e-07,1,0.00043803726747269,"White",TRUE
"1085","Jeff Faris",0,4.88679733962753e-07,1,8.76074534945236e-05,"White",TRUE
"1086","Re quan Boyette",0,4.88679733962753e-07,1,8.76074534945252e-05,"White",NA
"1087","Noah Brindise",0,4.88679733962753e-07,2,9.43801023369714e-05,"White",TRUE
"1088","Steve Shankweiler",0,4.88679733962753e-07,2,9.88579097401422e-05,"White",TRUE
"1089","Dave Nichol",0,4.88679733962753e-07,1,6.19326175626481e-05,"White",TRUE
"1090","Donnie Kirkpatrick",0,4.88679733962753e-07,1,8.45841001765656e-07,"White",TRUE
"1091","Pete Alamar",0,4.88679733962753e-07,1,8.06666302170899e-07,"White",TRUE
"1092","Tim Salem",0,4.88679733962753e-07,2,0.000123563038712373,"White",TRUE
"1093","Howard Feggins",0,4.88679733962753e-07,1,0.00274099704720864,"Black",TRUE
"1094","Scott Isphording",0,4.88679733962753e-07,3,0.212168924022979,"White",TRUE
"1095","Ken Karcher",0,4.88679733962753e-07,1,1.85743951570326e-05,"White",TRUE
"1096","Aaron Keen",0,4.88679733962753e-07,1,6.92445737498314e-06,"White",TRUE
"1097","Darryl Jackson",0,4.88679733962753e-07,1,2.71867330292383e-06,"Black",TRUE
"1098","Brian Wright",0,4.88679733962753e-07,3,0.00092931866125242,"White",TRUE
"1099","Travis Trickett",0,4.88679733962753e-07,2,1.0272306135513e-05,"White",TRUE
"1100","Charlie Weis Jr ",0,4.88679733962753e-07,2,0.000286638907834884,"White",NA
"1101","Clint Trickett",0,4.88679733962753e-07,1,4.19335112290109e-05,"White",TRUE
"1102","Drew Mehringer",0,4.88679733962753e-07,2,8.59157106747927e-05,"White",TRUE
"1103","Greg Briner",0,4.88679733962753e-07,1,8.34842173495913e-08,"White",TRUE
"1104","James Coley",0,4.88679733962753e-07,4,0.000691337550909314,"White",TRUE
"1105","Bill Legg",0,4.88679733962753e-07,4,0.000164160499118417,"White",TRUE
"1106","Tim Cramsey",0,4.88679733962753e-07,4,9.25245660987097e-05,"White",TRUE
"1107","Ed Zaunbrecher",0,4.88679733962753e-07,4,0.000135595098675636,"White",TRUE
"1108","Billy Gonzales",0,4.88679733962753e-07,2,0.000633577847466571,"Other",TRUE
"1109","John Hevesy",0,4.88679733962753e-07,1,0.000582385594257936,"White",TRUE
"1110","Brian Johnson",0,4.88679733962753e-07,3,0.00040477884303518,"Black",TRUE
"1111","Michael Johnson",0,4.88679733962753e-07,2,4.48684382147261e-05,"Black",TRUE
"1112","Andrew Breiner",0,4.88679733962753e-07,1,8.42447808040189e-06,"White",TRUE
"1113","Jeff Bowden",0,4.88679733962753e-07,1,0.000182429772318233,"White",TRUE
"1114","Lawrence Dawsey",0,4.88679733962753e-07,1,0.000669473715562296,"Black",TRUE
"1115","Randy Sanders",0,4.88679733962753e-07,4,0.00143435518842026,"White",TRUE
"1116","Dave Schramm",0,4.88679733962753e-07,2,0.000702357121603155,"White",TRUE
"1117","Brian Schottenheimer",0,4.88679733962753e-07,1,4.10789105123046e-05,"White",TRUE
"1118","David Dean",0,4.88679733962753e-07,1,8.55080019356863e-06,"White",TRUE
"1119","Rance Gillespie",0,4.88679733962753e-07,1,8.55080019356955e-06,"White",TRUE
"1120","Bryan Cook",0,4.88679733962753e-07,1,8.55080019356814e-06,"White",TRUE
"1121","Bob DeBesse",0,4.88679733962753e-07,2,8.82019069198182e-05,"White",TRUE
"1122","Luke Huard",0,4.88679733962753e-07,1,4.50108912761354e-08,"White",TRUE
"1123","Brad Glenn",0,4.88679733962753e-07,1,1.61675560797158e-06,"White",TRUE
"1124","Buddy Geis",0,4.88679733962753e-07,1,2.22534048711531e-06,"White",TRUE
"1125","Patrick Nix",0,4.88679733962753e-07,2,0.000113809072608594,"White",TRUE
"1126","Dave Patenaude",0,4.88679733962753e-07,1,0.00010270333624834,"White",TRUE
"1127","Ron Lee",0,4.88679733962753e-07,1,1.68067430635696e-05,"Other",TRUE
"1128","Tommy Lee",0,4.88679733962753e-07,2,2.57586901965131e-05,"White",TRUE
"1129","Aaron Price",0,4.88679733962753e-07,2,2.62164254849306e-05,"White",TRUE
"1130","Don Bailey",0,4.88679733962753e-07,1,1.30376649458793e-05,"White",TRUE
"1131","G J  Kinne",0,4.88679733962753e-07,2,0.000120103008367308,"White",NA
"1132","Tony Hull",0,4.88679733962753e-07,1,5.97725282923715e-05,"Black",TRUE
"1133","Bo Graham",0,4.88679733962753e-07,1,5.97725282923734e-05,"White",TRUE
"1134","Clancy Barone",0,4.88679733962753e-07,1,0.000210753587526987,"White",TRUE
"1135","Dave Warner",0,4.88679733962753e-07,3,0.00106495095476341,"White",TRUE
"1136","Jason Phillips",0,4.88679733962753e-07,2,0.000313195242068488,"Black",TRUE
"1137","Mike Nesbitt",0,4.88679733962753e-07,1,1.44918917169912e-06,"White",TRUE
"1138","Doug Meacham",0,4.88679733962753e-07,3,0.000261156726525024,"White",TRUE
"1139","Travis Bush",0,4.88679733962753e-07,2,2.09662061918417e-05,"White",TRUE
"1140","Brandon Jones",0,4.88679733962753e-07,1,7.95480538742591e-05,"Black",TRUE
"1141","Marquel Blackwell",0,4.88679733962753e-07,1,3.97740269371231e-05,"Black",TRUE
"1142","Shannon Dawson",0,4.88679733962753e-07,3,0.000438057328569391,"White",TRUE
"1143","Mike Schultz",0,4.88679733962753e-07,3,0.00053634116672381,"White",TRUE
"1144","Chris Beatty",0,4.88679733962753e-07,2,8.33648164153545e-05,"Black",TRUE
"1145","Hal Hunter",0,4.88679733962753e-07,1,0.000185970307361242,"White",TRUE
"1146","Kevin Johns",0,4.88679733962753e-07,5,0.00425452676594123,"White",TRUE
"1147","Greg Frey",0,4.88679733962753e-07,1,0.00207374881335286,"White",TRUE
"1148","Grant Heard",0,4.88679733962753e-07,1,1.46620162379494e-05,"Black",TRUE
"1149","Nick Sheridan",0,4.88679733962753e-07,1,1.46620162379491e-05,"White",TRUE
"1150","Ken O Keefe",0,4.88679733962753e-07,1,0.00164150006802554,"White",NA
"1151","Greg Davis",0,4.88679733962753e-07,2,0.00235616914646983,"White",TRUE
"1152","Brian Ferentz",0,4.88679733962753e-07,1,0.000683958361677296,"White",TRUE
"1153","Steve Loney",0,4.88679733962753e-07,1,0.000533843958488593,"White",TRUE
"1154","Steve Brickey",0,4.88679733962753e-07,1,0.000533843958488593,"White",TRUE
"1155","Barney Cotton",0,4.88679733962753e-07,3,0.0468543084848587,"White",TRUE
"1156","Robert McFarland",0,4.88679733962753e-07,2,0.000107801652827495,"White",TRUE
"1157","Courtney Messingham",0,4.88679733962753e-07,2,0.000200198871835615,"White",TRUE
"1158","Tom Manning",0,4.88679733962753e-07,1,3.92171498347834e-05,"White",TRUE
"1159","Bill Salmon",0,4.88679733962753e-07,1,1.59292256624533e-06,"White",TRUE
"1160","Nick Quartaro",0,4.88679733962753e-07,1,0.000885219808836291,"White",TRUE
"1161","Ed Warinner",0,4.88679733962753e-07,2,0.00190424097337534,"White",TRUE
"1162","John Reagan",0,4.88679733962753e-07,2,9.6697298199287e-05,"White",TRUE
"1163","Brent Dearmon",0,4.88679733962753e-07,2,0.000544545076576571,"White",TRUE
"1164","Ron Hudson",0,4.88679733962753e-07,3,0.0004051502145253,"White",TRUE
"1165","Del Miller",0,4.88679733962753e-07,3,0.00214915190363787,"White",TRUE
"1166","Dave Brock",0,4.88679733962753e-07,3,2.27903272510273e-05,"White",TRUE
"1167","Andre Coleman",0,4.88679733962753e-07,1,0.000125905608920709,"Black",TRUE
"1168","Charlie Dickey",0,4.88679733962753e-07,1,0.000125905608920709,"White",TRUE
"1169","Collin Klein",0,4.88679733962753e-07,1,0.00012590560892071,"White",TRUE
"1170","Mike Drake",0,4.88679733962753e-07,1,1.7463313990307e-06,"White",TRUE
"1171","A J  Pratt",0,4.88679733962753e-07,1,2.77260873179163e-06,"White",NA
"1172","Brian Rock",0,4.88679733962753e-07,2,7.31180994559027e-05,"White",TRUE
"1173","Andrew Sowder",0,4.88679733962753e-07,2,7.50352863273007e-06,"White",TRUE
"1174","Darin Hinshaw",0,4.88679733962753e-07,2,0.0013872903014404,"White",TRUE
"1175","Liam Coen",0,4.88679733962753e-07,1,0.000266309948221983,"White",TRUE
"1176","Joe Dailey",0,4.88679733962753e-07,2,3.92571963128871e-05,"Black",TRUE
"1177","Kent Austin",0,4.88679733962753e-07,2,6.97219893576315e-05,"White",TRUE
"1178","Maurice Harris",0,4.88679733962753e-07,1,5.44419353373845e-05,"Black",TRUE
"1179","Larry Edmondson",0,4.88679733962753e-07,3,0.000158848756527958,"White",TRUE
"1180","Rob Christophel",0,4.88679733962753e-07,1,2.57299681272237e-05,"White",TRUE
"1181","Troy Wingerter",0,4.88679733962753e-07,1,5.14599362543014e-06,"White",TRUE
