"","College","Coach","Role","Race","year_start","year_end"
"985","South Florida","Wally Burnham","Defensive Coordinator/Linebackers Coach","White",2001,2006
"986","South Florida","David Blackwell","Defensive Coordinator/Linebackers Coach","White",2009,2009
"987","South Florida","Joe Tresey","Defensive Coordinator/Defensive Backs Coach","White",2009,2009
"988","South Florida","Mark Snyder","Defensive Coordinator/Linebackers Coach","White",2010,2011
"989","South Florida","Chris Cosh","Defensive Coordinator/Linebackers Coach","White",2012,2012
"990","South Florida","Tom Allen","Defensive Coordinator","White",2015,2015
"991","South Florida","Raymond Woodie","Defensive Coordinator/Linebackers Coach","Black",2016,2016
"992","South Florida","Brian Jean-Mary","Defensive Coordinator/Linebackers Coach","Black",2017,2019
"993","Utah","Kyle Whittingham","Defensive Coordinator/Safeties Coach","White",2000,2004
"994","Utah","Gary Andersen","Defensive Coordinator/Defensive Line Coach","White",2005,2008
"995","Utah","Kalani Sitake","Defensive Coordinator/Linebackers Coach","Other",2009,2014
"996","Utah","John Pease","Defensive Coordinator/Defensive Line Coach","White",2015,2015
"997","Utah","Morgan Scalley","Defensive Coordinator/Safeties Coach","White",2016,2021
"998","Utah State","Kraig Paulson","Defensive Coordinator/Defensive Line Coach","White",2000,2002
"999","Utah State","David Kotulski","Defensive Coordinator","White",2003,2004
"1000","Utah State","Mark Johnson","Defensive Coordinator/Linebackers Coach","White",2005,2008
"1001","Utah State","Bill Busch","Defensive Coordinator/Safeties Coach","White",2009,2010
"1002","Utah State","Dave Aranda","Defensive Coordinator","Other",2012,2012
"1003","Utah State","Todd Orlando","Defensive Coordinator/Safeties Coach","White",2013,2014
"1004","Utah State","Kevin Clune","Defensive Coordinator/Linebackers Coach","White",2015,2015
"1005","Utah State","Frank Maile","Defensive Coordinator/Defensive Line Coach","Other",2016,2020
"1006","Utah State","Kendrick Shaver","Defensive Coordinator/Safeties Coach","Black",2016,2017
"1007","Utah State","Keith Patterson","Defensive Coordinator/Safeties Coach","White",2018,2018
"1008","Utah State","Justin Ena","Defensive Coordinator/Inside Linebackers Coach","White",2019,2019
"1009","Utah State","Stacy Collins","Defensive Coordinator/Safeties Coach","White",2020,2020
"1010","Utah State","Ephraim Banda","Safeties Coach/Defensive Coordinator","White",2021,2021
"1011","UTEP","Larry Hoefer","Defensive Coordinator/Linebackers Coach","White",2000,2000
"1012","UTEP","Bob Wagner","Defensive Coordinator/Linebackers Coach","White",2001,2001
"1013","UTEP","Troy Reffett","Defensive Coordinator/Cornerbacks Coach","White",2002,2003
"1014","UTEP","Tim Hundley","Defensive Coordinator","White",2004,2007
"1015","UTEP","Osia Lewis","Defensive Coordinator","Black",2008,2009
"1016","UTEP","Andre Patterson","Defensive Coordinator/Defensive Line Coach","Black",2010,2012
"1017","UTEP","Scott Stoker","Defensive Coordinator/Linebackers Coach","White",2013,2015
"1018","UTEP","Tom Mason","Defensive Coordinator/Linebackers Coach","White",2016,2017
"1019","UTEP","Mike Cox","Defensive Coordinator/Linebackers Coach","White",2018,2020
"1020","UTEP","Bradley Dale Peveto","Defensive Coordinator","White",2021,2021
"1021","UT San Antonio","Neal Neathery","Defensive Coordinator/Linebackers Coach","White",2011,2015
"1022","UT San Antonio","Pete Golding","Defensive Coordinator/Cornerbacks Coach","White",2016,2017
"1023","UT San Antonio","Jason Rollins","Defensive Coordinator/Safeties Coach","Black",2018,2019
"1024","UT San Antonio","Tyrone Nix","Defensive Coordinator/Linebackers Coach","Black",2020,2020
"1025","UT San Antonio","Jess Loepp","Safeties Coach/Defensive Coordinator","White",2021,2021
"1026","UT San Antonio","Rod Wright","Defensive Line Coach/Defensive Coordinator","Black",2021,2021
"1027","Vanderbilt","Herb Paterra","Defensive Coordinator/Linebackers Coach","White",2000,2001
"1028","Vanderbilt","Bruce Fowler","Defensive Coordinator","White",2002,2009
"1029","Vanderbilt","Jamie Bryant","Defensive Coordinator/Defensive Backs Coach","White",2009,2010
"1030","Vanderbilt","Bob Shoop","Defensive Coordinator/Safeties Coach","White",2011,2013
"1031","Vanderbilt","Brent Pry","Defensive Coordinator/Linebackers Coach","White",2011,2013
"1032","Vanderbilt","David Kotulski","Defensive Coordinator/Inside Linebackers Coach","White",2014,2014
"1033","Vanderbilt","Jason Tarver","Defensive Coordinator/Outside Linebackers Coach","White",2018,2019
"1034","Vanderbilt","Ted Roof","Defensive Coordinator/Inside Linebackers Coach","White",2020,2020
"1035","Vanderbilt","Jesse Minter","Defensive Coordinator/Safeties Coach","White",2021,2021
"1036","Virginia","Rick Lantz","Defensive Coordinator/Linebackers Coach","White",2000,2000
"1037","Virginia","Al Golden","Defensive Coordinator/Defensive Backs Coach","White",2001,2005
"1038","Virginia","Mike London","Defensive Coordinator/Defensive Line Coach","Black",2006,2007
"1039","Virginia","Bob Pruett","Defensive Coordinator","White",2008,2008
"1040","Virginia","Bob Diaco","Defensive Coordinator","White",2009,2009
"1041","Virginia","Jim Reid","Defensive Coordinator","White",2011,2012
"1042","Virginia","Jon Tenuta","Defensive Coordinator/Linebackers Coach","White",2014,2015
"1043","Virginia","Nick Howell","Defensive Coordinator/Defensive Backs Coach","White",2016,2021
"1044","Virginia","Kelly Poppinga","Defensive Coordinator/Outside Linebackers Coach","White",2018,2021
"1045","Virginia Tech","Bud Foster","Defensive Coordinator/Inside Linebackers Coach","White",2000,2015
"1046","Virginia Tech","Justin Hamilton","Defensive Coordinator/Safeties Coach","White",2020,2021
"1047","Wake Forest","Theo Lemon","Defensive Coordinator/Defensive Line Coach","Black",2000,2000
"1048","Wake Forest","Tony Pierce","Defensive Coordinator/Defensive Backs Coach","Black",2000,2000
"1049","Wake Forest","Dean Hood","Defensive Coordinator/Defensive Backs Coach","White",2001,2007
"1050","Wake Forest","Brad Lambert","Defensive Coordinator/Linebackers Coach","White",2008,2010
"1051","Wake Forest","Brian Knorr","Defensive Coordinator/Linebackers Coach","White",2011,2013
"1052","Wake Forest","Tim Billings","Defensive Coordinator/Defensive Ends Coach","White",2011,2011
"1053","Wake Forest","Mike Elko","Defensive Coordinator/Safeties Coach","White",2014,2016
"1054","Wake Forest","Jay Sawvel","Defensive Coordinator/Cornerbacks Coach","White",2017,2018
"1055","Wake Forest","Lyle Hemphill","Defensive Coordinator/Safeties Coach","White",2019,2021
"1056","Washington","Tim Hundley","Defensive Coordinator/Outside Linebackers Coach","White",2000,2003
"1057","Washington","Phil Snow","Defensive Coordinator/Cornerbacks Coach","White",2003,2004
"1058","Washington","Kent Baer","Defensive Coordinator","White",2005,2007
"1059","Washington","Ed Donatell","Defensive Coordinator","White",2008,2008
"1060","Washington","Nick Holt","Defensive Coordinator","White",2009,2011
"1061","Washington","Justin Wilcox","Defensive Coordinator","White",2012,2013
"1062","Washington","Pete Kwiatkowski","Defensive Coordinator","White",2014,2020
"1063","Washington","Jimmy Lake","Defensive Coordinator/Defensive Backs Coach","Black",2016,2019
"1064","Washington","Ikaika Malloe","Defensive Coordinator/Defensive Line Coach","Other",2020,2021
"1065","Washington","Bob Gregory","Defensive Coordinator/Inside Linebackers Coach","White",2021,2021
"1066","Washington State","Bill Doba","Defensive Coordinator/Linebackers Coach","White",2000,2002
"1067","Washington State","Robb Akey","Defensive Coordinator/Defensive Line Coach","White",2003,2006
"1068","Washington State","Chris Ball","Defensive Coordinator/Safeties Coach","White",2008,2011
"1069","Washington State","Jody Sears","Defensive Coordinator/Cornerbacks Coach","White",2008,2010
"1070","Washington State","Mike Breske","Defensive Coordinator/Defensive Backs Coach","White",2012,2014
"1071","Washington State","Alex Grinch","Defensive Coordinator/Defensive Backs Coach","White",2015,2017
"1072","Washington State","Tracy Claeys","Defensive Coordinator","White",2018,2019
"1073","Washington State","Darcel McBath","Defensive Coordinator/Cornerbacks Coach","Black",2019,2019
"1074","Washington State","Jake Dickert","Defensive Coordinator/Linebackers Coach","White",2020,2021
"1075","West Virginia","Steve Dunlap","Defensive Coordinator/Linebackers Coach","White",2000,2000
"1076","West Virginia","Phil Elmassian","Defensive Coordinator/Defensive Backs Coach","White",2001,2001
"1077","West Virginia","Jeff Casteel","Defensive Coordinator/Linebackers Coach","White",2002,2011
"1078","West Virginia","Todd Graham","Defensive Coordinator/Safeties Coach","White",2002,2002
"1079","West Virginia","Joe DeForest","Defensive Coordinator/Safeties Coach","White",2012,2012
"1080","West Virginia","Keith Patterson","Defensive Coordinator/Linebackers Coach","White",2012,2013
"1081","West Virginia","Tony Gibson","Defensive Coordinator/Linebackers Coach","White",2014,2018
"1082","West Virginia","Vic Koenning","Defensive Coordinator","White",2019,2019
"1083","West Virginia","Jordan Lesley","Defensive Coordinator/Defensive Line Coach","White",2020,2021
"1084","West Virginia","ShaDon Brown","Defensive Coordinator/Defensive Backs Coach","Black",2021,2021
"1085","Western Kentucky","Mike Dietzel","Defensive Coordinator/Inside Linebackers Coach","White",2009,2009
"1086","Western Kentucky","Clint Bowen","Defensive Coordinator","White",2010,2010
"1087","Western Kentucky","Lance Guidry","Defensive Coordinator","White",2011,2012
"1088","Western Kentucky","Nick Holt","Defensive Coordinator/Linebackers Coach","White",2013,2016
"1089","Western Kentucky","Clayton White","Defensive Coordinator/Cornerbacks Coach","Black",2017,2020
"1090","Western Kentucky","Maurice Crum Jr.","Defensive Coordinator/Linebackers Coach","Black",2020,2021
"1091","Western Michigan","Chuck Driesbach","Defensive Coordinator/Defensive Backs Coach","White",2000,2000
"1092","Western Michigan","Jim Knowles","Defensive Coordinator/Linebackers Coach","White",2001,2002
"1093","Western Michigan","Dick Bumpas","Defensive Coordinator","White",2003,2003
"1094","Western Michigan","J.C. Harper","Defensive Coordinator/Defensive Line Coach","White",2004,2004
"1095","Western Michigan","Scott Shafer","Defensive Coordinator","White",2005,2006
"1096","Western Michigan","Bill Miller","Defensive Coordinator","White",2007,2007
"1097","Western Michigan","Steve Morrison","Defensive Coordinator/Linebackers Coach","White",2008,2009
"1098","Western Michigan","Dave Cohen","Defensive Coordinator/Linebackers Coach","White",2010,2011
"1099","Western Michigan","Rich Nagy","Defensive Coordinator","White",2012,2012
"1100","Western Michigan","Ed Pinkham","Defensive Coordinator/Defensive Backs Coach","White",2013,2016
"1101","Western Michigan","Lou Esposito","Defensive Coordinator/Defensive Line Coach","White",2017,2021
"1102","Western Michigan","Tim Daoust","Defensive Coordinator","White",2017,2018
"1103","Wisconsin","Kevin Cosgrove","Defensive Coordinator/Inside Linebackers Coach","White",2000,2003
"1104","Wisconsin","Bret Bielema","Defensive Coordinator/Inside Linebackers Coach","White",2004,2005
"1105","Wisconsin","Mike Hankwitz","Defensive Coordinator","White",2006,2007
"1106","Wisconsin","Dave Doeren","Defensive Coordinator/Linebackers Coach","White",2008,2010
"1107","Wisconsin","Charlie Partridge","Defensive Coordinator/Defensive Line Coach","White",2011,2012
"1108","Wisconsin","Chris Ash","Defensive Coordinator/Defensive Backs Coach","White",2011,2012
"1109","Wisconsin","Dave Aranda","Defensive Coordinator/Linebackers Coach","Other",2013,2015
"1110","Wisconsin","Justin Wilcox","Defensive Coordinator/Inside Linebackers Coach","White",2016,2016
"1111","Wisconsin","Jim Leonhard","Defensive Coordinator/Defensive Backs Coach","White",2017,2021
"1112","Wyoming","Matt Wallerstedt","Defensive Coordinator/Inside Linebackers Coach","White",2000,2002
"1113","Wyoming","Mike Breske","Defensive Coordinator/Defensive Backs Coach","White",2003,2007
"1114","Wyoming","Marty English","Defensive Coordinator","White",2009,2011
"1115","Wyoming","Chris Tormey","Defensive Coordinator/Safeties Coach","White",2012,2013
"1116","Wyoming","Steve Stanard","Defensive Coordinator/Linebackers Coach","White",2014,2016
"1117","Wyoming","Scottie Hazelton","Defensive Coordinator/Linebackers Coach","White",2017,2018
"1118","Wyoming","Jake Dickert","Defensive Coordinator/Linebackers Coach","White",2019,2019
"1119","Wyoming","Jay Sawvel","Defensive Coordinator/Safeties Coach","White",2020,2021
